wcale	qub	I	1		partykuła podkreślająca, że wyrażony w zdaniu sąd zaprzeczony mówiący uważa za prawdziwy, wbrew przypuszczeniom, że mogłoby być inaczej	Nie twierdzę wcale, że on coś takiego powiedział.
wcale	qub	I	2		partykuła, wraz ze słowem „nie”, zaprzeczająca temu, co ktoś powiedział	Te spodnie są za szerokie. – Wcale nie, teraz się takie nosi.
widocznie	qub				partykuła wprowadzająca wniosek, uważany przez mówiącego za prawdopodobny i możliwy do przyjęcia	Nie mogę otworzyć drzwi, widocznie zaciął się zamek.
więc	qub	II		a	partykuła wprowadzająca nawiązanie do poprzedzającego kontekstu lub do sytuacji	Więc co masz zamiar teraz robić?
więc	qub	II		b	albo poprzedzająca odpowiedź na czyjeś pytanie	Kto rozpoczął tę wojnę? – A więc po kolei, to było tak ...
wprost	qub	I	1	a	partykuła komunikująca, że ktoś lub coś przemieszcza się bezpośrednio z jednego miejsca do drugiego	Wyniki badań prześlemy z laboratorium wprost na oddział.
wprost	qub	I	1	b	albo kieruje się gdzieś w linii prostej	Szedłem wprost przed siebie.
wprost	qub	I	2	a	partykuła komunikująca o bezpośrednim kontakcie dwóch obiektów	Włożyła bluzkę wprost na gołe ciało.
wprost	qub	I	2	b	albo o bezpośrednim związku dwóch zjawisk	Zarządzenie dotyczyło wprost aktualnej sytuacji.
wprost	qub	I	3		partykuła podkreślająca większe od spodziewanego natężenie cechy lub zjawiska	Wprost szalała z radości.
wreszcie	qub	II			partykuła poprzedzająca ostatni człon wyliczenia	Ogarnęło go zdziwienie, potem niezadowolenie, wreszcie złość.
wręcz	qub	I			partykuła podkreślająca większe od spodziewanego natężenie cechy lub zjawiska	Tempo pracy było bardzo szybkie, wręcz szaleńcze.
wszak	qub				partykuła nawiązująca do jakiejś sytuacji lub do czyjejś opinii, podkreślająca oczywistość sądu wyrażonego przez mówiącego	Poznaję ten głos, wszak to nasz sąsiad. Zaprzeczaj tym pogłoskom, wszakże to nic pewnego.
wszakże	qub	I			zobacz „wszak” 	
wszelako	qub	I			partykuła komunikująca, że treść zdania jest niezgodna z tym, co można wywnioskować z wcześniejszego kontekstu	Zebrane fakty zasługują wszelako na szerszą i głębszą interpretację.
wyłącznie	qub				partykuła ograniczająca odniesienie komunikowanego w zdaniu sądu do tych obiektów i stanów rzeczy, które są wymienione	Poświęcili się wyłącznie nauce.
właściwie	qub		1		partykuła, za pomocą której mówiący podkreśla to, co chce powiedzieć	Właściwie to nie mam żadnych aspiracji.
właściwie	qub		2		partykuła, za pomocą której mówiący poprawia lub uzupełnia swoją wypowiedź albo wypowiedź rozmówcy	Z dnia na dzień, a właściwie z godziny na godzinę wszystko się zmieniło.
właściwie	qub		3		partykuła, za pomocą której mówiący przekazuje, że nie wszystko rozumie, pamięta itp.	 O co ci właściwie chodzi?
właśnie	qub	I	1		partykuła, za pomocą której mówiący wyróżnia, ze względu na określoną cechę, dany obiekt lub stan rzeczy, przeciwstawiając go innym	Właśnie w tej sprawie kieruję do państwa apel.
właśnie	qub	I	2		partykuła, za pomocą której mówiący potwierdza słuszność przypuszczenia zawartego w pytaniu rozmówcy	Czy to oznacza, że mógłbym od jutra pójść na urlop? – Właśnie.
właśnie	qub	I	3		partykuła, za pomocą której mówiący potwierdza tożsamość sądu rozmówcy i identyfikując się z tym sądem, daje do zrozumienia, że chciał powiedzieć to samo	To jest bardzo korzystny kontrakt. – Właśnie.
z	qub	III			partykuła komunikująca, że określenie liczby, ilości lub czasu jest przybliżone	Potrzebuję z litr mleka.
zaledwie	qub	I	1		partykuła komunikująca, że czegoś jest bardzo mało i że mówiący liczył na większą ilość danej rzeczy lub na wyższy stopień nasilenia cechy	Był zaledwie przeciętnym uczniem.
zaledwie	qub	I	2		partykuła komunikująca, że do lub od danego momentu upłynęło mniej czasu, niż można się było spodziewać	Dochodziła zaledwie siódma.
zapewne	qub		1		partykuła wyrażająca przypuszczenie mówiącego, że komunikowany w zdaniu sąd jest prawdziwy	Ma na swoich wykładach zapewne najliczniejsze grono słuchaczy.
zapewne	qub		2		partykuła wprowadzająca przytoczenie opinii, z którą mówiący w zasadzie się zgadza, ale z pewnymi zastrzeżeniami	Zapewne, że człowiek może wiele zdziałać, ale musi chcieć.
zaprawdę	qub				partykuła podkreślająca prawdziwość sądu	Zaprawdę, żal się z nią było rozstawać.
zaraz	qub	I	1		partykuła informująca o bardzo małej odległości między dwoma miejscami	Kiosk jest zaraz za rogiem ulicy.
zaraz	qub	I	2		partykuła komunikująca, że między dwoma zdarzeniami upłynęło bardzo mało czasu	Napisała do niego zaraz po powrocie.
zatem	qub	II			partykuła wprowadzająca w połączeniu „a zatem” nawiązanie do poprzedzającego kontekstu lub do sytuacji	Chciałabym z wami o czymś porozmawiać. – A zatem siądźmy.
zawsze	qub	II			partykuła komunikująca, że pomimo wszystko coś jest korzystne	Nie dostanie wiele, ale zawsze coś zarobi.
ze	qub	II			zobacz „z III” 	
zgoda	qub	II			partykuła wyrażająca przyzwolenie lub aprobatę	Spotkamy się o drugiej. – Zgoda.
znowu	qub	II	1		partykuła podkreślająca przeciwstawienie treści danego zdania treści zdania poprzedzającego	Tu wyszłaś trochę poważnie. Ale znowuż na innych zdjęciach wyglądasz bardzo młodo.
znowu	qub	II	2		partykuła wyrażająca polemikę mówiącego z przywołanym sądem	Nie taki on znowu wysoki.
znowu	qub	II	3		partykuła wyrażająca zniecierpliwienie mówiącego	
znowuż	qub	II			zobacz „znowu II” 	
znów	qub	II			zobacz „znowu II” 	
zresztą	qub				partykuła wprowadzająca zdanie uzupełniające wcześniejszą wypowiedź o nową informację	Nie mam ochoty tam iść, zresztą nie mam czasu.
zwłaszcza	qub				partykuła dołączana do składnika zdania, aby zaznaczyć, że część wypowiedzi dotyczy tego składnika	Upał dokuczał nam zwłaszcza w południe.
że	qub	II	1		partykuła wprowadzająca wypowiedź wyrażającą ubolewanie z jakiegoś powodu	Że dałeś się przyłapać na ściąganiu!
że	qub	II	2		partykuła, do której przyłącza się końcówka drugiej osoby liczby pojedynczej i mnogiej lub pierwszej osoby liczby mnogiej czasownika użytego w zdaniu w formie czasu przeszłego	Brata żeś odwiedził?
żeby	qub	II	1		partykuła wyrażająca życzenie lub pragnienie	Żeby go piekło pochłonęło! 
żeby	qub	II	2		partykuła wyrażająca ubolewanie lub politowanie	Żeby tak ciągle zrzędzić!
żeby	qub	II	3		partykuła występująca w zdaniach, za pomocą których mówiący chce przekonać rozmówcę o autentyczności swoich doświadczeń	Żebyś wiedział, co ja przeżyłam!
żeby	qub	II	4		partykuła występująca w poleceniach, naganach i groźbach	Żeby mi to było ostatni raz!
co	pron	I	1		zaimek używany w pytaniach lub innych wypowiedzeniach o postaci pytania	Co to jest?
co	pron	I	2		zaimek wprowadzający zdanie podrzędne zawężające zakres zdania nadrzędnego	Wciąż myślę o tym, co się stało.
co	pron	I	3		zaimek przyłączający do zdania nadrzędnego wypowiedzenie rozwijające	Była ubrana na czarno, co dodawało jej uroku.
co	pron	I	4		zaimek zastępujący formy zaimków względnych „kto”, „który”, „ile”	Znam kogoś, co to chętnie zrobi.
co	pron	I	5		zaimek pytajny mający znaczenie: dlaczego, z jakiego powodu, w jakim celu	Co się tak kręcisz?
coś	pron	I			zaimek nieokreślony, zastępujący nazwę dowolnego przedmiotu lub faktu bądź takiego, którego mówiący nie chce lub nie umie określić	Coś trzeba z tym zrobić.
czyjś	pron				zaimek przymiotny dzierżawczy: odnoszący się do kogoś, należący do innej osoby	
cóż	pron				zaimek wprowadzający pytanie o coś lub pytanie retoryczne	Cóż on teraz robi?
dlaczego	pron		1		zaimek wprowadzający pytanie, które zawiera prośbę o wyjaśnienie przedstawionej w tym pytaniu lub wynikającej z niego informacji	Dlaczego nie byłeś w szkole?
dlaczego	pron		2		zaimek wprowadzający pytanie zależne, za pomocą którego stwierdza się coś, co wymaga wyjaśnienia	Nie wiadomo, dlaczego wyjechał.
dlaczegoż	pron				zobacz „dlaczego”  w znaczeniu 1	
dokąd	pron		1	a	zaimek wprowadzający pytanie o miejsce, cel lub stan, do którego ktoś lub coś prowadzi albo zmierza	Dokąd idziesz?
dokąd	pron		1	b	; używany też w pytaniach zależnych	Nie wiem, dokąd mamy uciekać.
dokąd	pron		2		zaimek wprowadzający zdanie podrzędne uściślające miejsce, cel lub stan, do którego ktoś lub coś prowadzi albo zmierza	Wybrali się tam, dokąd byli zaproszeni.
dokąd	pron		3		zaimek wprowadzający pytanie o końcowy moment trwania czegoś	Dokąd mam na ciebie czekać?
dokąd	pron		4		zaimek przyłączający zdanie podrzędne, w którym jest określony końcowy moment czegoś	Czekał, dokąd nie zasnęła.
dokądkolwiek	pron		1		zaimek komunikujący dowolność lub obojętność wyboru miejsca bądź kierunku czynności	 Możesz go zaprosić dokądkolwiek.
dokądkolwiek	pron		2		zaimek komunikujący, że to, o czym mowa w zdaniu nadrzędnym, zachodzi zawsze, bez względu na miejsce zdarzenia, o którym mowa w zdaniu podrzędnym	Wszędzie mi dobrze, dokądkolwiek pójdę.
dokądś	pron		1		zaimek oznaczający miejsce, którego mówiący nie potrafi zindentyfikować lub nie chce wskazać	Po pracy zawsze się dokądś śpieszył.
dokądś	pron		2		zaimek oznaczający końcowy, nieustalony przez mówiącego, moment trwania czegoś	Dokądś wypadałoby na nich zaczekać.
dokądże	pron				zobacz „dokąd”  w znaczeniu 1, 3	
dopókiż	pron				zaimek wprowadzający pytanie, które wyraża różne stany mówiącego, często niecierpliwość	Dopókiż będę cię o to prosił?
dotąd	pron	I			zaimek wyznaczający granicę przestrzenną lub czasową tego, o czym jest mowa w zdaniu	Woda sięgała dotąd. Dotąd nie było między nami nieporozumień.
gdy	pron	I	1	a	zaimek wprowadzający zdanie podrzędne, które określa czas odbywania się tego, o czym mowa w zdaniu nadrzędnym	Ściemniało się już, gdy wracali.
gdy	pron	I	1	b	lub okoliczności, w jakich to zachodzi	Gdy wracali ze spaceru, zaczął padać deszcz.
gdy	pron	I	2		zaimek wprowadzający zdanie podrzędne, rozwijające składnik zdania nadrzędnego nazywający punkt lub odcinek czasu	Pół roku minęło od chwili, gdy wyjechała.
gdzie	pron	I	1	a	zaimek zastępujący określenie miejsca, w którym coś się dzieje lub znajduje, kierunku lub trasy ruchu, w zdaniach pytajnych	Gdzie byłeś rano?
gdzie	pron	I	1	b	lub w zdaniach podrzędnych będących rozwiniętym określeniem miejsca	Kryli się, gdzie kto mógł.
gdzie	pron	I	2		zaimek reprezentujący dowolne miejsce, do którego odnosi przedstawiona charakterystyka	Byle gdzie robili przerwy w podróży.
gdziekolwiek	pron				zaimek oznaczający miejsce dowolne lub bliżej nieokreślone	
gdzieś	pron	I			zaimek oznaczający określone miejsce, którego mówiący nie potrafi zidentyfikować lub którego nie chce wskazać	
ile	pron	I	1	a	zaimek wprowadzający pytanie o liczbę lub ilość	Ile masz lat?
ile	pron	I	1	b	albo przyłączający pytanie zależne dotyczące ilości, liczby lub miary	Policz, ile osób jest na sali.
ile	pron	I	2		zaimek przyłączający wypowiedzenie podrzędne, które określa podstawę charakterystyki ilości wskazanej przez składnik wypowiedzenia nadrzędnego	Przeczytam tyle, ile zdążę.
ilekolwiek	pron		1		zaimek wprowadzający wypowiedzenie podrzędne, oznaczający: bez względu na to, ile	
ilekolwiek	pron		2		zaimek zastępujący liczebnik w wypowiedzeniu prostym, oznaczający: wszystko jedno ile	
ileś	pron				zaimek oznaczający liczbę lub ilość, których mówiący nie potrafi lub nie chce ustalić	
ileż	pron				zaimek wprowadzający pytanie o liczbę lub ilość	
ja	pron	I			zaimek odnoszący się do mówiącego	
jak	pron	III	1		zaimek wprowadzający pytanie dotyczące różnych kwestii	Jak wybrnąć z tej sytuacji?
jak	pron	III	2		zaimek wprowadzający zdanie wykrzyknikowe lub pytajne, za pomocą którego mówiący wyraża swój stosunek do ludzi i ich zachowań	Jak pan śmiał!
jak	pron	III	3		zaimek wprowadzający zdanie komunikujące, iż dana cecha lub dane zdarzenie charakteryzują się bardzo dużym stopniem intensywności	Jak tu duszno!
jak	pron	III	4		zaimek wprowadzający pytanie zależne i przyłączający je do zdania nadrzędnego, które dotyczy zwykle stanu umysłu jakiejś osoby	Zastanawiał się, jak żyć.
jakikolwiek	pron		1		zaimek nieokreślony, komunikujący dowolność lub obojętność wyboru	Poszukaj sobie jakiejkolwiek pracy.
jakikolwiek	pron		2		zaimek nieokreślony, wyrażający negatywną ocenę wartości przedmiotu	Zrobiła sweter z jakiejkolwiek wełny i po praniu musiała go wyrzucić.
jakikolwiek	pron		3		zaimek komunikujący, że cecha danego obiektu lub stanu rzeczy jest nieistotna z punktu widzenia tego, o czym mowa w wypowiedzeniu nadrzędnym	Jakiekolwiek masz kłopoty, skorzystaj z pomocy rodziców.
jakiś	pron		1		zaimek nieokreślony	Jakieś dziecko płacze.
jakiś	pron		2		zaimek dodawany do określenia liczby, ilości lub miary w przybliżeniu	Wrócę za jakąś godzinę.
jakiś	pron		3		zaimek wyrażający przypuszczenie nadawcy, że cecha komunikowana przez przymiotnik w pewnym tylko stopniu przysługuje komuś lub czemuś	Ona była dzisiaj jakaś ponura.
jakkolwiek	pron	II			zaimek komunikujący, iż niezależnie od przebiegu zdarzeń, o których mowa w zdaniu podrzędnym, stanie się to, o czym mowa w zdaniu nadrzędnym	Jakkolwiek sprawa się zakończy, wyjedziemy stąd.
jakoś	pron	I	1		zaimek odnoszący się do nieokreślonego sposobu wykonania czynności	Trzeba to jakoś załatwić.
jakoś	pron	I	2		zaimek sugerujący, że intensywność danego zjawiska jest tak niewielka, że mówiący waha się, czy w ogóle można scharakteryzować to zjawisko w podany sposób	Czuł się jakoś niewyraźnie.
jakoś	pron	I	3		zaimek sugerujący, że mówiący nie zna przyczyn danego zjawiska i jest nim zaskoczony	Jakoś nie mogę w to uwierzyć.
jakże	pron		1		zaimek wprowadzający pytanie o sposób wykonywania czynności	Jakże go do tego namówić?
jakże	pron		2		zaimek wprowadzający zdanie wykrzyknikowe, podkreślające wysoki stopień nasilenia danego stanu rzeczy lub danej cechy	Jakże byłam naiwna!
jakże	pron		3		zaimek wprowadzający pytanie retoryczne, wyrażające niezadowolenie, oburzenie, wątpliwość lub kwestionujące czyjeś postępowanie	Jakże mogłaś go puścić samego w góry?
jakżeby	pron		1		zaimek wprowadzający pytanie retoryczne, w którym mówiący uznaje dany stan rzeczy za niemożliwy	Jakżeby mogła taka uroczystość odbyć się bez ciebie?
jakżeby	pron		2		zaimek wprowadzający zdanie wykrzyknikowe wyrażające życzenie	Jakżebym chciał, żebyś przyjechała choć na parę dni!
każdy	pron	I			zaimek komunikujący, że to, o czym jest mowa w zdaniu, odnosi się do osób, przedmiotów lub zjawisk danej grupy, i że nie ma takich, do których by się to nie odnosiło	
kiedy	pron	I			zaimek zastępujący określenia czasu lub nawiązujący do nich, używany w zdaniach samodzielnych o formie pytajnej lub rozpoczynający zdanie podrzędne	Kiedy przyjdziesz? Nie zauważył, kiedy wyszłam.
kilka	pron	I			zaimek oznaczający w sposób przybliżony liczbę większą niż 2 i mniejszą niż 10	
kilkadziesiąt	pron				zaimek oznaczający w sposób przybliżony liczbę większą od 20 i mniejszą od 99	
kilkanaście	pron				zaimek oznaczający w sposób przybliżony liczbę w przedziale od 11 do 19	
kilkaset	pron				zaimek oznaczający w sposób przybliżony liczbę większą od 200 i mniejszą od 999	
kto	pron		1		zaimek wprowadzający pytanie	Kto tam jest?
kto	pron		2		zaimek przyłączający pytanie zależne do wypowiedzenia nadrzędnego	Nie wiem, kto przyszedł.
