alternatywny	alternatywa
garbonosy	nos
przyprawny	przyprawa
wtyczkowy	wtyczka
egotyczny	egotyzm
egotyczny	egotyzm
dysharmonijny	dysharmonia
łękowy	łęk
ekshibicjonistyczny	ekshibicjonizm
żaglowy	żagiel
europocentryczny	europocentryzm
eurocentryczny	eurocentryzm
jednożaglowy	żagiel
dwużaglowy	żagiel
kabinowy	kabina
przyssawkowy	przyssawka
fantazmatyczny	fantazmat
kabinowy	kabina
młotkowy	młotek
młotkowy	młotek
kryptonowy	krypton
miedzianowłosy	włosy
stuwatowy	wat
sześćdziesięciowatowy	wat
dwudziestopięciowatowy	wat
osiemnastowatowy	wat
makabryczny	makabra
strukturalny	struktura
patchworkowy	patchwork
świetlny	światło
czteromasztowy	maszt
kompetencyjny	kompetencja
monotoniczny	monotonia
heretyczny	herezja
wielodziałowy	dział
trylionowy	trylion
czteromasztowy	maszt
dwuszybowy	szyba
jednopokładowy	pokład
jednopokładowy	pokład
dekoltowany	dekolt
jednoramowy	rama
walczakowy	walczak
obłoniony	błona
trzyszybowy	szyba
wielkoowocowy	owoc
wielomasztowy	maszt
zachodny	zachód
plikowy	plik
uwarstwiony	warstwa
fiszbinowy	fiszbin
praktycystyczny	praktycyzm
celkowy	celka
wodorowęglanowy	wodorowęglan
celkowy	celka
dwuaspektowy	aspekt
jednojądrzasty	jądro
fasetowy	faseta
fasetowy	faseta
wodorotlenkowy	wodorotlenek
tercjowy	tercja
recenzyjny	recenzja
małoobsadowy	obsada
spazmatyczny	spazm
laserunkowy	laserunek
prążkowy	prążek
prążkowy	prążek
tercjowy	tercja
wielowydziałowy	wydział
wielowydziałowy	wydział
węgorzowy	węgorz
okoniowy	okoń
kwartowy	kwarta
kwintowy	kwinta
dominantowy	dominanta
dominantowy	dominanta
dominantowy	dominanta
ugałęziony	gałąź
glikolowy	glikol
uwłosiony	włos
uwłosiony	włos
użyłkowany	użyłkowanie
użyłkowany	użyłkowanie
sześciokołowy	koło
wykrętny	wykręt
grzybny	grzyb
kratkowany	kratka
kratkowy	kratka
kratkowany	kratka
kratkowy	kratka
transseksualny	transseksualizm
gorsetowy	gorset
ostrokątny	kąt ostry
ostrokątny	kąt ostry
rozwartokątny	kąt rozwarty
rozwartokątny	kąt rozwarty
grubopienny	pień
grubopienny	pień
wąskopienny	pień
wąskopienny	pień
mezzosopranowy	mezzosopran
bąbelkowy	bąbelek
akapitowy	akapit
dziurowy	dziura
szerokonosy	nos
zbiornikowy	zbiornik
spójnikowy	spójnik
kółkowy	kółko
kółkowy	kółko
wilgny	wilgoć
wilgny	wilgoć
wilgny	wilgoć
drabinowy	drabina
dwukwiatowy	kwiat
indolentny	indolencja
jednokwiatowy	kwiat
partenogenetyczny	partenogeneza
pogarbiony	garb
pogarbiony	garb
zadeszczony	deszcz
anamorficzny	anamorfoza
jednozalążkowy	zalążek
wielozalążkowy	zalążek
segmentarny	segment
zmiennoogniskowy	ogniskowa
stałoogniskowy	ogniskowa
jasnoskóry	skóra
nawiasowy	nawias
tyczkowy	tyczka
ornamentalny	ornament
ornamentalny	ornament
ornamentowy	ornament
wręgowy	wręga
mizantropijny	mizantropia
gobelinowy	gobelin
okleinowy	okleina
pięknooki	oko
smagłolicy	lico
pigmentowany	pigment
pigmentowany	pigment
wręgowy	wręg
wręgowy	wręga
meandrowy	meander
meandrowy	meander
meandrowy	meander
inercjalny	inercja
ciężarkowy	ciężarek
sztukateryjny	sztukateria
sgraffitowy	sgraffito
drobnokwiatowy	kwiat
drobnonasienny	nasiono
lakmusowy	lakmus
lamentliwy	lament
marglowy	margiel
wapienny	wapień
panseksualny	seksualizm
panseksualny	seksualność
panseksualny	panseksualizm
polderowy	polder
politypowy	politypia
kontrastowy	kontrast
litowy	lit
tiolowy	tiol
dwuskrzydły	skrzydło
dwuskrzydły	skrzydło
dwuskrzydłowy	skrzydło
jednoskrzydłowy	skrzydło
jednoskrzydłowy	skrzydło
trzyskrzydłowy	skrzydło
trzyskrzydłowy	skrzydło
manipularny	manipuł
dwuinstancyjny	instancja
hakowy	hak
hakowy	hak
kolektorowy	kolektor
akantowy	akant
czterowarstwowy	warstwa
czterowarstwowy	warstwa
wielozakładowy	zakład
wielozakładowy	zakład
minaretowy	minaret
małoformatowy	format
paszkwilancki	paszkwil
dwustożkowy	stożek
jednospadowy	spad
wielospadowy	spad
patronacki	patronat
gigabajtowy	gigabajt
gigabajtowy	gigabajt
gigowy	gigabajt
serpentynitowy	serpentynit
gigowy	gigabajt
włóknisty	włókno
panseksualny	panseksualizm
biomagnetyczny	biomagnetyzm
feudalny	feudum
czterotorowy	tor
czterotorowy	tor
kilkudziesięciostronicowy	stronica
kilkunastostronicowy	stronica
dziesięciostronicowy	stronica
piętnastostronicowy	stronica
pięciostronicowy	stronica
pięćdziesięciostronicowy	stronica
trzydziestostronicowy	stronica
czterdziestostronicowy	stronica
sześćdziesięciostronicowy	stronica
siedemdziesięciostronicowy	stronica
dziewięćdziesięciostronicowy	stronica
osiemdziesięciostronicowy	stronica
jedenastostronicowy	stronica
dwunastostronicowy	stronica
trzynastostronicowy	stronica
czternastostronicowy	stronica
szesnastostronicowy	stronica
siedemnastostronicowy	stronica
osiemnastostronicowy	stronica
dziewiętnastostronicowy	stronica
grzechotliwy	grzechot
dwudziestostronicowy	stronica
trzystronicowy	stronica
oplewiony	plewa
sześciostronicowy	stronica
siedmiostronicowy	stronica
ośmiostronicowy	stronica
dziewięciostronicowy	stronica
trójstronicowy	stronica
stustronicowy	stronica
dwustustronicowy	stronica
trzystustronicowy	stronica
czterystustronicowy	stronica
pięciusetstronicowy	stronica
sześciusetstronicowy	stronica
siedmiusetstronicowy	stronica
ośmiusetstronicowy	stronica
dziewięciusetstronicowy	stronica
tysiącstronicowy	stronica
aproksymacyjny	aproksymacja
konsonansowy	konsonans
dysonansowy	dysonans
palmetowy	palmeta
plecionkowy	plecionka
szczękliwy	szczęk
szesnastobitowy	bit
girlandowy	girlanda
lontowy	lont
kajutowy	kajuta
krzywiczny	krzywica
sybarycki	sybarytyzm
trytonowy	tryton
włóknisty	włókno
alejowy	aleja
szpalerowy	szpaler
furkotliwy	furkot
asonansowy	asonans
werandowy	weranda
błonnikowy	błonnik
witaminowy	witamina
krwawy	krew
monokrystaliczny	monokryształ
szelestny	szelest
etosowy	etos
nosaty	nosacizna
kłowy	kieł
negatywistyczny	negatywizm
nomadyczny	nomadyzm
nomadyczny	nomadyzm
ledowy	LED
nomadyczny	nomadyzm
obwodnicowy	obwodnica
prądnicowy	prądnica
zapijaczony	pijak
wrzawliwy	wrzawa
wrzawliwy	wrzawa
makiawelistyczny	makiawelizm
makiawelistyczny	makiawelizm
manuałowy	manuał
republikański	republika
republikancki	republika
kłośny	kłos
niskocukrowy	cukier
wysokocukrowy	cukier
średniocukrowy	cukier
niskowitaminowy	witamina
wysokowęglowodanowy	węglowodan
niskowęglowodanowy	węglowodan
średniowęglowodanowy	węglowodan
trenowy	tren
słonowodny	woda
dwuokienny	okno
dwuokienny	okno
czterookienny	okno
czterookienny	okno
trzyokienny	okno
trzyokienny	okno
trójokienny	okno
trójokienny	okno
jednookienny	okno
jednookienny	okno
nihilistyczny	nihilizm
tyrystorowy	tyrystor
częstotliwy	częstotliwość
sumowy	sum
sumowy	sum
pstrągowy	pstrąg
flądrowy	flądra
flądrowy	flądra
blankowy	blanka
polifoniczny	polifonia
bruzdowy	bruzda
rozbłyskowy	rozbłysk
amfibrachiczny	amfibrach
siedmiobarwny	barwa
siedmiokolorowy	kolor
sześciokolorowy	kolor
sześciobarwny	barwa
pięciokolorowy	kolor
pięciobarwny	barwa
dziewięciokolorowy	kolor
dziewięciobarwny	barwa
ośmiokolorowy	kolor
ośmiobarwny	barwa
technikolorowy	technikolor
technicolorowy	technicolor
dwukasetowy	kaseta
lekkonogi	noga
wielopniowy	pień
wielopienny	pień
dwupniowy	pień
dwupienny	pień
trójpienny	pień
trójpniowy	pień
fiordowy	fiord
meandrowaty	meander
meandrowaty	meander
meandrowaty	meander
wieloręki	ręka
meandrowaty	meander
warstwowany	warstwowanie
warstwowany	warstwa
warstwowy	warstwa
dysplastyczny	dysplazja
dysplastyczny	dysplazja
latynoamerykański	Latynoamerykanin
latynoski	Latynos
warstwowany	warstwa
dwuręki	ręka
mizoginistyczny	mizoginizm
mizoginistyczny	mizoginizm
pięknolicy	lico
trzyłokciowy	łokieć
białoramienny	ramię
jednozwrotkowy	zwrotka
jednostrofowy	strofa
dwuzwrotkowy	zwrotka
dwustrofowy	strofa
kilkuzwrotkowy	zwrotka
kilkustrofowy	strofa
trzyzwrotkowy	zwrotka
trzystrofowy	strofa
czterozwrotkowy	zwrotka
czterostrofowy	strofa
pięciozwrotkowy	zwrotka
pięciostrofowy	strofa
siedmiozwrotkowy	zwrotka
siedmiostrofowy	strofa
ośmiozwrotkowy	zwrotka
ośmiostrofowy	strofa
dziewięciozwrotkowy	zwrotka
dziewięciostrofowy	strofa
lamelowy	lamela
miligramowy	miligram
rdestowy	rdest
trzykilowy	kilo
zodiakalny	zodiak
potwarczy	potwarz
krótkosłupkowy	słupek
żurawiany	żuraw
tłokowy	tłok
bajroniczny	bajronizm
impetyczny	impet
impetyczny	impet
chutny	chuć
łuskoskóry	łuska
łuskoskóry	skóra
ogniwowy	ogniwo
wieloprotokołowy	protokół
białouchy	ucho
czarnouchy	ucho
brązowouchy	ucho
szarouchy	ucho
krzywonosy	nos
prostonosy	nos
wielocząsteczkowy	cząsteczka
polifiletyczny	polifiletyzm
nakładkowy	nakładka
kwantowy	kwant
nakładkowy	nakładka
nakładkowy	nakładka
nakładkowy	nakładka
dywergentny	dywergencja
elewatorowy	elewator
żabotowy	żabot
żabotowy	żabot
szafranny	szafran
nitrowy	grupa nitrowa
dwuimienny	imię
dwuimienny	imię
cysteinowy	cysteina
emporowy	empora
argumentowy	argument
argumentowy	argument
defektowny	defekt
mizoginiczny	mizoginia
mizoginiczny	mizoginia
mizoginiczny	mizoginia
defektowy	defekt
komnatowy	komnata
krótkogłowy	głowa
adeninowy	adenina
membranowy	membrana
membranowy	membrana
chrobotliwy	chrobot
dwupalcowy	palec
zaczepowy	zaczep
piórowy	pióro
piórowy	pióro
piórowy	pióro
tulejowy	tuleja
uszypułowany	szypuła
przyciskowy	przycisk
przyciskowy	przycisk
przyciskowy	przycisk
melizmatyczny	melizmat
wielolistny	liść
rozmachany	rozmach
baldachimowy	baldachim
baldachimowy	baldachim
skorupkowy	skorupka
młotowy	młot
żółtobrody	broda
wysokonogi	noga
jednosoczewkowy	soczewka
skrzydełkowy	skrzydełko
białogrzbiety	grzbiet
gładkoskóry	skóra
gładkoskóry	skóra
kozłonogi	noga
podpuszczkowy	podpuszczka
jednopokoleniowy	pokolenie
trzystukilometrowy	kilometr
stycznikowy	stycznik
perełkowany	perełka
skompleksowany	kompleks
kropkowy	kropka
piegaty	pieg
pagórkowy	pagórek
rozmachany	rozmach
riffowy	riff
pokemonowy	pokemon
pokemonowy	pokemon
kąkolowy	kąkol
palnikowy	palnik
trójdrożny	droga
wibramowy	wibram
mizantropiczny	mizantropia
płodozmianowy	płodozmian
niskotonowy	ton
sześćdziesięciogodzinny	godzina
60-godzinny	godzina
jednokolumnowy	kolumna
jednokolumnowy	kolumna
kolumnadowy	kolumnada
kolumnowy	kolumna
jednokolumnowy	kolumna
dwukolumnowy	kolumna
gałkowy	gałka
artystyczny	artyzm
gałkowy	gałka
onomatopeiczny	onomatopeja
naciowy	nać
obcokrajowy	obcokrajowiec
łańcuchowy	łańcuch
kłonicowy	kłonica
trójpalcowy	palec
trójpalcowy	palec
trójpalcowy	palec
trójpalczasty	palec
trójpalczasty	palec
dwupalczasty	palec
dwupalczasty	palec
dwupalczasty	palec
syntoniczny	syntonia
wężowłosy	wąż
krenelażowy	krenelaż
klekotliwy	klekot
meandryczny	meander
meandryczny	meander
celownikowy	celownik
meandryczny	meander
meandryczny	meander
ekscesywny	eksces
mezofilny	mezofil
akcentuacyjny	akcent
oligofreniczny	oligofrenia
przykrywkowy	przykrywka
chwytakowy	chwytak
statywowy	statyw
prostowłosy	włosy
prostowłosy	włosy
wielopłatkowy	płatek
wielopłatkowy	płatek
patriotyczny	patriotyzm
hurrapatriotyczny	hurrapatriotyzm
hurrapatriotyczny	hurrapatriotyzm
czwórkowy	czwórka
deseniowy	deseń
deseniowy	deseń
trzynożny	noga
trójnożny	noga
mleczowy	mlecz
sztywniacki	sztywniactwo
multiwitaminowy	multiwitamina
obwódkowy	obwódka
pułapowy	pułap
rykoszetowy	rykoszet
żydowski	Żyd
żydowski	żyd
gwiezdnooki	gwiazda
obojnaki	obojnactwo
pięcioodcinkowy	odcinek
kilkunastoodcinkowy	odcinek
pełnostandardowy	standard
wielonaczyniowy	naczynie
jednonaczyniowy	naczynie
decymetrowy	decymetr
obręczowy	obręcz
gruzełkowy	gruzełek
półkowy	półka
jednoodcinkowy	odcinek
jednoodcinkowy	odcinek
kilkusetodcinkowy	odcinek
wełniasty	wełna
przechyłowy	przechył
cienkonogi	noga
cienkonogi	noga
zakładkowy	zakładka
żarnikowy	żarnik
pośniedziały	śniedź
poziomicowy	poziomica
wykorbiony	wykorbienie
wskazówkowy	wskazówka
złotolicy	lico
rolowy	rola
zarodnikowy	zarodnik
klientelistyczny	klientelizm
jajonośny	jajo
jednokładny	jednokładność
homotetyczny	homotetia
fraczkowy	fraczek
sztyftowy	sztyft
sztyftowy	sztyft
sążniowy	sążeń
aprobatywny	aprobata
białokwiatowy	kwiat
bluszczolistny	liść
jednoramienny	ramię
jednoramienny	ramię
jednoramienny	ramię
nicielnicowy	nicielnica
pilastrowy	pilaster
ataktyczny	ataksja
przegubowy	przegub
krzesłowy	krzesło
biegowy	bieg
kulisowy	kulisa
kulisowy	kulisa
chudogęby	gęba
chyżonogi	noga
wielosłowny	słowo
ciemnobrewy	brew
kulturny	kultura
kurantowy	kurant
laktozowy	laktoza
motywiczny	motyw
igłowy	igła
nonowy	nona
dwuczuby	czub
dwuczuby	czub
mulny	muł
muszelkowy	muszelka
lekkostopy	stopa
lewarowy	lewar
lewarowy	lewar
egotystyczny	egotyzm
egotystyczny	egotyzm
endotoksyczny	endotoksyna
enolowy	enol
nadwzroczny	nadwzroczność
kalderowy	kaldera
filtrowy	filtr
trójpunktowy	punkt
wielopunktowy	punkt
madowy	mada
gagowy	gag
gębaty	gęba
czarnonogi	noga
globigerynowy	globigeryna
czerwononogi	noga
oksymoroniczny	oksymoron
grubowarstwowy	warstwa
paragrafowy	paragraf
nitkowy	nitka
obchodny	obchód
obchodowy	obchód
zakazowy	zakaz
zakompleksiały	kompleks
zakompleksiony	kompleks
obrzędowy	obrzęd
obrządkowy	obrządek
hałdowy	hałda
miłośny	miłość
paszny	pasza
zgrzebłowy	zgrzebło
zimnowodny	woda
ciepłowodny	woda
mlaskowy	mlask
biofilny	biofilia
trójsylabowy	sylaba
dżetowy	dżet
żołdowy	żołd
przełzawiony	łza
boksowy	boks
boksowy	boks
bigoteryjny	bigoteria
bigoteryjny	bigoteria
żyłkowy	żyłka
miesięczny	miesiąc
pisakowy	pisak
refrenowy	refren
tarczowy	tarcza
tarczowy	tarcza
turniejowy	turniej
turniejowy	turniej
teleturniejowy	teleturniej
perlityczny	perlit
perystylowy	perystyl
perystylowy	perystyl
rotorowy	rotor
rotorowy	rotor
trójcylindrowy	cylinder
szalkowy	szalka
trzonkowy	trzonek
twistowy	twist
odłupkowy	odłupek
spiczastogłowy	głowa
spiczastonosy	nos
kompetentny	kompetencja
dymny	dym
sakramentalny	sakrament
skoczny	skok
świadomy	świadomość
specjalistyczny	specjalista
ekspercki	ekspert
empatyczny	empatia
fakturalny	faktura
tubowy	tuba
rozpustny	rozpusta
wodzowski	wódz
wodzowski	wódz
krótkosłupkowy	słupek
rurkowaty	rurka
rurkowy	rurka
słupkowy	słupek
pożyłkowany	żyłka
symfoniczny	symfonia
czteronogi	noga
czteronożny	noga
czworonożny	noga
jednonogi	noga
jednonożny	noga
oleisty	olej
fałdzisty	fałda
różnokolorowy	kolor skóry
pylisty	pył
pylny	pył
zazdrosny	zazdrość
zazdrosny	zazdrość
rachityczny	rachityzm
wieloetapowy	etap
etapowy	etap
harmoniczny	harmonia
dziewczęcy	dziewczę
esencjonalny	esencja
naleciały	naleciałość
satyryczny	satyra
ekstatyczny	ekstaza
chorwacki	Chorwat
mimetyczny	mimetyzm
taśmowy	taśma
harmonijny	harmonia
warstwowy	warstwa
warstwowy	warstwa
pietystyczny	pietyzm
fatalistyczny	fatalizm
erotyczny	erotyzm
erotyczny	erotyka
eklektyczny	eklektyzm
histeryczny	histeria
jednokolorowy	kolor skóry
muzyczny	muzyka
łuskowaty	łuska
chłopięcy	chłopiec
chłopacki	chłopak
łuskowaty	łuska
łuskowaty	łuska
szponiasty	szpon
irlandzki	Irlandczyk
anglosaski	Anglosas
wybuchowy	wybuch
rechotliwy	rechot
wodnisty	woda
dwuręczny	ręka
dwunożny	noga
deficytowy	deficyt
strefowy	strefa
ulewny	ulewa
automatyczny	automat
rytmiczny	rytm
brawurowy	brawura
depresyjny	depresja
momentalny	moment
pyszny	pycha
nerwowy	nerw
sieciowy	sieć
profesjonalny	profesjonalizm
profesjonalny	profesjonalizm
powabny	powab
świadomy	świadomość
szczebiotliwy	szczebiot
szczebiotliwy	szczebiot
świergotliwy	świergot
szwargotliwy	szwargot
izorytmiczny	izorytmia
symboliczny	symbol
orężny	oręż
mroczny	mrok
