desperacja	desperować
niebieszczenie się	niebieszczyć się
niebieścienie	niebieścieć
niebieszczenie się	niebieścić się
ozywanie się	ozywać się
hukanie	hukać
wydobywanie się	wydobywać się
pobrzmiewanie	pobrzmiewać
rozdzwanianie się	rozdzwaniać się
rozbrzmiewanie	rozbrzmiewać
rozleganie się	rozlegać się
odzywanie się	odzywać się
rozbrzmiewanie	rozbrzmiewać
rozleganie się	rozlegać się
biegnięcie	biec
biegnięcie	biegnąć
rozdzieranie	rozdzierać
rozdzwanianie się	rozdzwaniać się
pohukiwanie	pohukiwać
zanoszenie się	zanosić się
wyrywanie się	wyrywać się
traktowanie	traktować
zawieranie	zawierać
srebrzenie się	srebrzyć się
drganie	drgać
drżenie	drżeć
zarysowywanie się	zarysowywać się
malowanie się	malować się
rysowanie się	rysować się
znaczenie się	znaczyć się
zaznaczanie się	zaznaczać się
świecenie	świecić
jaśnienie	jaśnieć
pałanie	pałać
świecenie się	świecić się
wydawanie się	wydawać się
zdawanie się	zdawać się
iskrzenie się	iskrzyć się
skrzenie się	skrzyć się
skrzenie	skrzyć
brzmienie	brzmieć
wibrowanie	wibrować
mienienie się	mienić się
przeglądanie	przeglądać
opalizowanie	opalizować
zamykanie	zamykać
przedstawianie się	przedstawiać się
wyglądanie	wyglądać
obejmowanie	obejmować
błyszczenie	błyszczeć
świecenie się	świecić się
świecenie	świecić
lśnienie	lśnić
połyskiwanie	połyskiwać
jaśnienie	jaśnieć
lśnienie się	lśnić się
błyszczenie się	błyszczeć się
jarzenie się	jarzyć się
promienienie	promienieć
szklenie się	szklić się
żarzenie się	żarzyć się
odnoszenie się	odnosić się
tyczenie	tyczyć
tyczenie się	tyczyć się
stosowanie się	stosować się
igranie	igrać
majaczenie	majaczyć
majaczenie	majaczeć
majaczenie się	majaczyć się
trzepotanie	trzepotać
łopotanie	łopotać
furkotanie	furkotać
furczenie	furczeć
migotanie	migotać
granie	grać
bycie odbieranym w jakiś sposób	być odbieranym w jakiś sposób
prześwitywanie	prześwitywać
przebijanie	przebijać
przeświecanie	przeświecać
przebijanie się	przebijać się
jawienie się	jawić się
perlenie się	perlić się
realizowanie się	realizować się
spełnianie się	spełniać się
wczuwanie się	wczuwać się
odchorowywanie	odchorowywać
odnoszenie	odnosić
pokutowanie	pokutować
odpokutowywanie	odpokutowywać
znajdowanie	znajdować
znajdywanie	znajdywać
obrywanie	obrywać
dostępowanie	dostępować
odpowiadanie	odpowiadać
ponoszenie odpowiedzialności	ponosić odpowiedzialność
przechodzenie	przechodzić
przestraszanie się	przestraszać się
tchórzenie	tchórzyć
wystraszanie się	wystraszać się
odczuwanie	odczuwać
popadanie	popadać
ześlizgiwanie się	ześlizgiwać się
zdychanie	zdychać
przeżywanie	przeżywać
znajdowanie się	znajdować się
cierpienie	cierpieć
męczenie się	męczyć się
zadręczanie się	zadręczać się
zaznawanie	zaznawać
doznawanie	doznawać
doświadczanie	doświadczać
poznawanie	poznawać
odnawianie się	odnawiać się
kosztowanie	kosztować
pokutowanie	pokutować
stykanie się	stykać się
spotykanie się	spotykać się
natykanie się	natykać się
picie piwa	pić piwo
zaręczanie	zaręczać
odczuwanie	odczuwać
próbowanie	próbować
zażywanie	zażywać
podleganie	podlegać
przeżywanie	przeżywać
jęczenie	jęczeć
używanie	używać
zachciewanie się	zachciewać się
reagowanie	reagować
widnienie	widnieć
panowanie	panować
odnoszenie wrażenia	odnosić wrażenie
tolerowanie	tolerować
uczuwanie	uczuwać
GERUNDIUM - STAN NDK oznaczający położenie lub relacje przestrzenne	CZASOWNIK - STAN NDK oznaczający położenie lub relacje przestrzenne
GERUNDIUM - STAN NDK oznaczający sytuacje związane z percepcją lub odczuwaniem	CZASOWNIK - STAN NDK oznaczający sytuacje związane z percepcją lub odczuwaniem
obowiązywanie	obowiązywać
działanie	działać
datowanie się	datować się
bycie	być
istnienie	istnieć
egzystowanie	egzystować
postrzeganie	postrzegać
percypowanie	percypować
rejestrowanie	rejestrować
chwytanie	chwytać
odbieranie	odbierać
obowiązywanie	obowiązywać
mieszkanie	mieszkać
goszczenie	gościć
grasowanie	grasować
czucie	czuć
odczuwanie	odczuwać
przedstawianie	przedstawiać
GERUNDIUM OD CZASOWNIKA STANOWEGO NDK	CZASOWNIK STANOWY NDK
huczenie	huczeć
rozkapryszanie	rozkapryszać
przepuszczanie	przepuszczać
demoralizowanie	demoralizować
deprawowanie	deprawować
psucie	psuć
wypaczanie	wypaczać
paczenie	paczyć
przymykanie oka	przymykać oko
przymykanie oczu	przymykać oczy
pobłażanie	pobłażać
degradowanie	degradować
folgowanie	folgować
staczanie	staczać
proletaryzowanie	proletaryzować
rozpijanie	rozpijać
alkoholizowanie	alkoholizować
wynaturzanie	wynaturzać
deklasowanie	deklasować
puszczanie płazem	puszczać płazem
popuszczanie	popuszczać
rozpieszczanie	rozpieszczać
wymawianie się	wymawiać się
blefowanie	blefować
bluffowanie	bluffować
kłamanie	kłamać
łganie	łgać
bujanie	bujać
pitolenie	pitolić
picowanie	picować
zalewanie	zalewać
kitowanie	kitować
wciskanie kitu	wciskać kit
zmyślanie	zmyślać
wyłgiwanie się	wyłgiwać się
tłumaczenie się	tłumaczyć się
bajerowanie	bajerować
blagowanie	blagować
bajtlowanie	bajtlować
okłamywanie	okłamywać
kręcenie	kręcić
rozmijanie się z prawdą	rozmijać się z prawdą
mijanie się z prawdą	mijać się z prawdą
łaszenie się	łasić się
marzenie	marzyć
zmaganie się	zmagać się
chodzenie	chodzić
szarpanie się	szarpać się
miotanie się	miotać się
skakanie	skakać
tańczenie	tańczyć
upędzanie się	upędzać się
polowanie	polować
korzenie się	korzyć się
staranie się	starać się
ubieganie się	ubiegać się
zabieganie	zabiegać
czynienie starań	czynić starania
czynienie zabiegów	czynić zabiegi
dobijanie się	dobijać się
dokładanie starań	dokładać starań
podejmowanie starań	podejmować starania
pracowanie	pracować
rwanie	rwać
wyrywanie	wyrywać
zarywanie	zarywać
staranie się o rękę	starać się o rękę
ubieganie się o rękę	ubiegać się o rękę
startowanie	startować
pożądanie	pożądać
pragnięcie	pragnąć
zmaganie się	zmagać się
siłowanie się	siłować się
mocowanie się	mocować się
chorowanie	chorować
aspirowanie	aspirować
pretendowanie	pretendować
kandydowanie	kandydować
bałamucenie	bałamucić
wychodzenie z siebie	wychodzić z siebie
wychodzenie ze skóry	wychodzić ze skóry
wyłażenie ze skóry	wyłazić ze skóry
zapracowywanie	zapracowywać
konkurowanie	konkurować
latanie	latać
ganianie	ganiać
uganianie się	uganiać się
dreptanie	dreptać
krzątanie się	krzątać się
stawanie na głowie	stawać na głowie
stawanie na rzęsach	stawać na rzęsach
stawanie na uszach	stawać na uszach
przewracanie oczami	przewracać oczami
wywracanie oczami	wywracać oczami
trzepotanie rzęsami	trzepotać rzęsami
smalenie cholewek	smalić cholewki
wdzięczenie się	wdzięczyć się
kokietowanie	kokietować
poszukiwanie	poszukiwać
szukanie	szukać
licytowanie się	licytować się
przelicytowywanie się	przelicytowywać się
romansowanie	romansować
flirtowanie	flirtować
kombinowanie	kombinować
wykręcanie się	wykręcać się
wykpiwanie się	wykpiwać się
wymigiwanie się	wymigiwać się
wywijanie się	wywijać się
przystawianie się	przystawiać się
dowalanie się	dowalać się
dostawianie się	dostawiać się
podwalanie się	podwalać się
przywalanie się	przywalać się
gonienie	gonić
uganianie się	uganiać się
ganianie	ganiać
pragnienie	pragnąć
łaknięcie	łaknąć
pożądanie	pożądać
łakomienie się	łakomić się
zalecanie się	zalecać się
podrywanie	podrywać
umizganie się	umizgać się
umizgiwanie się	umizgiwać się
zwieranie się	zwierać się
zabijanie się	zabijać się
wdzięczenie się	wdzięczyć się
czynienie cudów	czynić cuda
wyczynianie cudów	wyczyniać cuda
wyrabianie cudów	wyrabiać cuda
rywalizowanie	rywalizować
współzawodniczenie	współzawodniczyć
konkurowanie	konkurować
ściganie się	ścigać się
walczenie	walczyć
granie	grać
unikanie	unikać
mizdrzenie się	mizdrzyć się
bicie czołem	bić czołem
bicie pokłonów	bić pokłony
walczenie	walczyć
reflektowanie	reflektować
walczenie	walczyć
kłanianie się	kłaniać się
poruszanie nieba i ziemi	poruszać niebo i ziemię
strojenie koperczaków	stroić koperczaki
uderzanie do dziewczyny	uderzać do dziewczyny
uderzanie w konkury	uderzać w konkury
uwodzenie	uwodzić
zawracanie w głowie	zawracać w głowie
kuszenie	kusić
ściganie się	ścigać się
panegiryzowanie	panegiryzować
pianie	piać
pochlebianie	pochlebiać
schlebianie	schlebiać
klakierowanie	klakierować
przypochlebianie	przypochlebiać
przypochlebianie się	przypochlebiać się
słodzenie	słodzić
basowanie	basować
komplementowanie	komplementować
absolutyzowanie	absolutyzować
uwznioślanie	uwznioślać
sublimowanie	sublimować
uduchawianie	uduchawiać
podbijanie bębenka	podbijać bębenka
brązowienie	brązowić
brązowanie	brązować
reklamowanie	reklamować
uczłowieczanie	uczłowieczać
humanizowanie	humanizować
uszlachetnianie	uszlachetniać
branie pod włos	brać pod włos
lizusowanie	lizusować
heroizowanie	heroizować
wielbienie	wielbić
nadskakiwanie	nadskakiwać
wynoszenie pod niebiosa	wynosić pod niebiosa
wychwalanie pod niebiosa	wychwalać pod niebiosa
głaskanie	głaskać
podkadzanie	podkadzać
wysławianie	wysławiać
błogosławienie	błogosławić
gloryfikowanie	gloryfikować
głoszenie chwały	głosić chwałę
głoszenie sławy	głosić sławę
opiewanie	opiewać
podnoszenie	podnosić
sławienie	sławić
śpiewanie	śpiewać
wychwalanie	wychwalać
chwalenie	chwalić
idealizowanie	idealizować
apoteozowanie	apoteozować
gloryfikowanie	gloryfikować
zachwalanie	zachwalać
podlizywanie się	podlizywać się
kadzenie	kadzić
usługiwanie	usługiwać
proszenie	prosić
proszenie	prosić
ofiarowanie	ofiarować
ofiarowanie się	ofiarować się
wyciąganie pomocnej dłoni	wyciągać pomocną dłoń
wyciąganie ręki	wyciągać rękę
wyciąganie dłoni	wyciągać dłoń
wyzywanie	wyzywać
reklamowanie	reklamować
promowanie	promować
zachwalanie	zachwalać
przebijanie	przebijać
traktowanie	traktować
oświadczanie się	oświadczać się
proszenie o rękę	prosić o rękę
polecanie się	polecać się
zapraszanie	zapraszać
częstowanie	częstować
deklarowanie się	deklarować się
oferowanie	oferować
proponowanie	proponować
ofiarowywanie	ofiarowywać
zaofiarowywanie	zaofiarowywać
raczenie	raczyć
reklamowanie się	reklamować się
promowanie się	promować się
lansowanie się	lansować się
agitowanie	agitować
wichrzenie	wichrzyć
naleganie	nalegać
naciskanie	naciskać
nastawanie	nastawać
napieranie	napierać
katowanie	katować
męczenie	męczyć
piłowanie	piłować
spieranie się	spierać się
targowanie się	targować się
dopominanie się	dopominać się
upominanie się	upominać się
występowanie	występować
piszczenie	piszczeć
wmuszanie	wmuszać
przymawianie się	przymawiać się
popychanie	popychać
pchanie	pchać
zagadywanie	zagadywać
wywabianie	wywabiać
skłanianie	skłaniać
nakłanianie	nakłaniać
przynoszenie	przynosić
molestowanie	molestować
napastowanie	napastować
przywodzenie	przywodzić
wyciąganie	wyciągać
namawianie	namawiać
buntowanie	buntować
podburzanie	podburzać
jątrzenie	jątrzyć
niesienie	nieść
ponoszenie	ponosić
podżeganie	podżegać
judzenie	judzić
podjudzanie	podjudzać
wiedzenie	wieść
swatanie	swatać
szczucie	szczuć
przekonywanie	przekonywać
napędzanie	napędzać
piłowanie	piłować
wymaganie	wymagać
żądanie	żądać
domaganie się	domagać się
wołanie	wołać
werbowanie	werbować
rekrutowanie	rekrutować
przypieranie	przypierać
przygważdżanie	przygważdżać
przypieranie do muru	przypierać do muru
przyszpilanie	przyszpilać
przyciskanie	przyciskać
roszczenie	rościć
rewolucjonizowanie	rewolucjonizować
zmiękczanie	zmiękczać
nudzenie	nudzić
naprzykrzanie się	naprzykrzać się
podpuszczanie	podpuszczać
procesowanie się	procesować się
sądzenie się	sądzić się
zaczepianie	zaczepiać
zahaczanie	zahaczać
odciąganie	odciągać
rozśpiewywanie	rozśpiewywać
animowanie	animować
inspirowanie	inspirować
zachęcanie	zachęcać
wzywanie	wzywać
rozgrzewanie	rozgrzewać
grzanie	grzać
pobudzanie	pobudzać
motywowanie	motywować
dogrzewanie	dogrzewać
uskrzydlanie	uskrzydlać
kibicowanie	kibicować
zagrzewanie	zagrzewać
dopingowanie	dopingować
radiofonizowanie	radiofonizować
aktualizowanie	aktualizować
uaktualnianie	uaktualniać
mechanizowanie	mechanizować
elektryfikowanie	elektryfikować
nowelizowanie	nowelizować
kanalizowanie	kanalizować
robotyzowanie	robotyzować
racjonalizowanie	racjonalizować
unowocześnianie	unowocześniać
modernizowanie	modernizować
uwspółcześnianie	uwspółcześniać
komputeryzowanie	komputeryzować
informatyzowanie	informatyzować
transkrybowanie	transkrybować
automatyzowanie	automatyzować
motoryzowanie	motoryzować
rzucanie	rzucać
uposażanie	uposażać
oprawianie	oprawiać
uzbrajanie	uzbrajać
zbrojenie	zbroić
opatrywanie	opatrywać
wbudowywanie	wbudowywać
uzbrajanie	uzbrajać
zbrojenie	zbroić
ekwipowanie	ekwipować
obudowywanie	obudowywać
mundurowanie	mundurować
unerwianie	unerwiać
wyposażanie	wyposażać
zaopatrywanie	zaopatrywać
aprowidowanie	aprowidować
uskrzydlanie	uskrzydlać
pochrapywanie	pochrapywać
przytupywanie	przytupywać
lulanie	lulać
wejście	wejść
sadzenie się	sadzić się
tupotanie	tupotać
wspinanie się	wspinać się
wchodzenie	wchodzić
wstępowanie	wstępować
wdrapywanie się	wdrapywać się
drapanie się	drapać się
pięcie się	piąć się
łażenie	łazić
chrapanie	chrapać
dreptanie	dreptać
drobienie	drobić
tuptanie	tuptać
przydepnięcie	przydepnąć
przydeptanie	przydeptać
lezienie	leźć
chrapnięcie	chrapnąć
zachrapanie	zachrapać
utykanie	utykać
wskakiwanie	wskakiwać
kimanie	kimać
paradowanie	paradować
defilowanie	defilować
tupanie	tupać
lezienie	leźć
snobowanie się	snobować się
wsiadanie	wsiadać
dosiadanie	dosiadać
przełażenie	przełazić
brylowanie	brylować
lunatykowanie	lunatykować
błądzenie	błądzić
błąkanie się	błąkać się
wdzieranie się	wdzierać się
kusztykanie	kusztykać
szpanowanie	szpanować
drzemanie	drzemać
deptanie	deptać
przydeptywanie	przydeptywać
spacerowanie	spacerować
przechadzanie się	przechadzać się
łażenie	łazić
łazęgowanie	łazęgować
łazikowanie	łazikować
nastąpienie	nastąpić
nadepnięcie	nadepnąć
nadeptanie	nadeptać
gramolenie się	gramolić się
tarabanienie się	tarabanić się
taszczenie się	taszczyć się
wdepnięcie	wdepnąć
następowanie	następować
nadeptywanie	nadeptywać
łażenie	łazić
wlezienie	wleźć
śnienie	śnić
wchodzenie	wchodzić
potupywanie	potupywać
sypianie	sypiać
kulenie	kuleć
kuśtykanie	kuśtykać
kusztykanie	kusztykać
chromanie	chromać
szlifowanie bruków	szlifować bruki
spanie	spać
brodzenie	brodzić
włażenie	włazić
chodzenie	chodzić
stawianie kroków	stawiać kroki
włażenie	włazić
widzenie	widzieć
popisywanie się	popisywać się
usprawiedliwienie	usprawiedliwić
kontrasygnowanie	kontrasygnować
przybijanie piątki	przybijać piątkę
potwierdzenie	potwierdzić
poświadczenie	poświadczyć
kwitowanie	kwitować
dokumentowanie	dokumentować
podpisanie	podpisać
przybicie piątki	przybić piątkę
zeznanie	zeznać
złożenie zeznań	złożyć zeznania
przybijanie	przybijać
przyklepywanie	przyklepywać
usprawiedliwianie	usprawiedliwiać
potwierdzanie	potwierdzać
konfirmowanie	konfirmować
poświadczanie	poświadczać
zaświadczenie	zaświadczyć
przybicie	przybić
przyklepanie	przyklepać
pokwitowanie	pokwitować
licencjonowanie	licencjonować
antydatowanie	antydatować
akceptowanie	akceptować
zatwierdzanie	zatwierdzać
parafowanie	parafować
cyfrowanie	cyfrować
podpisywanie	podpisywać
sygnowanie	sygnować
składanie podpisu	składać podpis
opatrywanie ... podpisem	opatrywać ... podpisem
podpisywanie się	podpisywać się
pieczętowanie	pieczętować
stemplowanie	stemplować
podstemplowywanie	podstemplowywać
przypieczętowywanie	przypieczętowywać
pieczętowanie się	pieczętować się
antedatowanie	antedatować
parafowanie	parafować
opatrywanie	opatrywać
numerowanie	numerować
legalizowanie	legalizować
postdatowanie	postdatować
lakowanie	lakować
wizowanie	wizować
nostryfikowanie	nostryfikować
adresowanie	adresować
paginowanie	paginować
homologowanie	homologować
datowanie	datować
cechowanie	cechować
oznaczanie	oznaczać
zaznaczanie	zaznaczać
namaszczanie	namaszczać
obrączkowanie	obrączkować
podkreślanie	podkreślać
zakreślanie	zakreślać
kasowanie	kasować
piętnowanie	piętnować
naznaczanie	naznaczać
szpiegowanie	szpiegować
śledzenie	śledzić
inwigilowanie	inwigilować
czipowanie	czipować
adwokatowanie	adwokatować
usprawiedliwianie	usprawiedliwiać
tłumaczenie	tłumaczyć
