akademik	dom akademicki
susseks	saseks
marakuja	marakuja
marakuja	marakuja
awokado	avocado
awokado	awokado
avocado	awokado
avocado	avocado
awokado	avocado
awokado	awokado
avocado	awokado
avocado	avocado
powierzchnia	powierzchniowy
powierzchnia	powierzchniowy
rozmnażanie generatywne	generatywnie
rozmnażanie generatywne	generatywny
listek figowy	biblizm
batiar	baciar
baciar	batiar
kluska	klusek
klusek	kluska
donkiszot	Don Kiszot
inicjatywa prywatna	inicjatywa prywatna
herbata	herbata
herbata	herbata
hacel	stal
menonita	menonici
menonita	mennonita
salezjanka	salezjanki
siostra miłosierdzia	Siostry Miłosierdzia
szarytka	szarytki
menonici	menonita
szoking	shocking
shocking	szoking
kronselka	kronselka
kronselka	kronselka
biały murzyn	biały
odpuszczanie	odpuszczenie
napoleonica	napoleonika
napoleonika	napoleonica
córuś	córusia
jebać	oczojebny
jebać	oczojebny
jebać	oczojebny
stary	starzy
staruszek	staruszkowie
starszy	starsi
krewni	krewny
powinowaci	powinowaty
hulać	hulajdusza
odseparować	separować
gazdy	gazda
swat	swatowie
swatowie	swat
pisać	skoropis
pisać	skoropis
pisać	skoropis
c	witamina C
adaptować	zaadaptować
major	major
Pan	fletnia Pana
papa	papa mobile
papa mobile	papa
piłka gemowa	gem
piłka koszykowa	kosz
ręka	piłka ręczna
straż pożarna	strażak
debiutować	zadebiutować
zachód	zachód
zadebiutować	debiutować
deklasować	zdeklasować
zdeklasować	deklasować
deklasować	zdeklasować
zdeklasować	deklasować
zachód	zachód
czar	czary
reprywatyzować	zreprywatyzować
zreprywatyzować	reprywatyzować
dedykować	zadedykować
zadedykować	dedykować
zaadaptować	adaptować
dom akademicki	akademik
wróżyć z fusów	fusy
wylądować	lądować
lądować	wylądować
wylądować	lądować
stawiać kabałę	kabała
postawić kabałę	kabała
denominować	nominał
zdenominować	nominał
refundować	zrefundować
zrefundować	refundować
rewaloryzować	zrewaloryzować
zrewaloryzować	rewaloryzować
rewaloryzować	zrewaloryzować
zrewaloryzować	rewaloryzować
rewaloryzować	zrewaloryzować
zrewaloryzować	rewaloryzować
rewaloryzować	zrewaloryzować
zrewaloryzować	rewaloryzować
adoptować	zaadoptować
zaadoptować	adoptować
koronować	ukoronować
ukoronować	koronować
emitować	wyemitować
wyemitować	emitować
widzieć	punkt widzenia
obciąganie	obciągnięcie
ofiarowywać	ofiarować
ofiarować	ofiarowywać
ofiarować	zaofiarować
zaofiarować	ofiarować
ścigać się	ścigły
Skoda	Škoda
bić	wybić
wybić	bić
snuć	snowarka
delegować	wydelegować
dymisjonować	zdymisjonować
zdymisjonować	dymisjonować
wydelegować	delegować
zainaugurować	inaugurować
emigrować	wyemigrować
wyemigrować	emigrować
wyekspediować	ekspediować
ekspediować	wyekspediować
separować	odseparować
eksportować	wyeksportować
importować	zaimportować
wyeksportować	eksportować
zaimportować	importować
ofiarować	ofiarowywać
ofiarować	zaofiarować
ofiarowywać	ofiarować
ofiarowywać	ofiarować
ofiarowywać	ofiarować
ofiarowywać	ofiarować
zaofiarować	ofiarować
zaofiarować	ofiarować
delegować	wydelegować
wydelegować	delegować
deklarować się	zdeklarować się
deklarować się	zadeklarować się
zdeklarować się	deklarować się
zadeklarować się	deklarować się
zdeklarować	deklarować
system heksadecymalny	heksadecymalny
szesnastkowy system liczbowy	szesnastkowy
szesnastkowy system liczbowy	szesnastkowo
tupać	tuptać
tuptać	tupać
delegalizować	zdelegalizować
zdelegalizować	delegalizować
murmurando	mormorando
mormorando	murmurando
paść	spasły
deklasować się	zdeklasować się
zdeklasować się	deklasować się
sekwestrować	zasekwestrować
zasekwestrować	sekwestrować
reasumować	zreasumować
zreasumować	reasumować
adaptować się	zaadaptować się
zaadaptować się	adaptować się
urbanizować	urbarium
urbanizować	urbarium
implementować	zaimplementować
wypełniać	blankowy
transponować	przetransponować
przetransponować	transponować
inwazja	inwazyjny
albertynka	albertynki
augustianka	augustianki
filologia	filologia
euro	euro
bazylianka	bazylianki
bidak	biedak
nektarynka	nektarynka
druz	druzowie
druzowie	druz
pisowiec	PiS-owiec
wypocina	wypociny
morwowate	morwowaty
limeta	limeta
limonka	limonka
lima	lima
limetka	limetka
limeta	limeta
limetka	limetka
limonka	limonka
limona	limona
lima	lima
limona	limona
preliminaria	preliminaryjny
pomelo	pomelo
pamelo	pamelo
pompela	pompela
pomelo	pomelo
pamelo	pamelo
pompela	pompela
judoczka	dżudoczka
dżudoczka	judoczka
dwudyszne	dwudyszny
bliźniaki	bliźniak
mgr	magister
pułkownik	pułkownik
nadbrygadier	nadbrygadier
nadbrygadier	nadbrygadier
prof.	profesor
pszenżyto	pszenżyto
pszenżyto	pszenżyto
branka	braniec
bookmacher	bukmacher
pseudoartysta	pseudoartystyczny
pseudoartysta	pseudoartystyczny
łaszowate	łaszowaty
maraska	maraska
dred	dredy
klepak	klepaki
klepaki	klepak
franciszkanie	franciszkanin
obserwanci	obserwant
Cerber	cerber
drużbant	drużba
zaimplementować	implementować
bez	bez
minivan	miniwan
minivan	miniwan
pallotyni	pallotyn
pallotyn	pallotyni
cystersi	cysters
bernardyni	bernardyn
łososiokształtne	łososiokształtny
dominikanie	dominikanin
jezuici	jezuita
soaryci	soaryta
soaryta	soaryci
lazaryci	lazaryta
lazaryta	lazaryci
templariusze	templariusz
zapiska	zapiski
jarzębina	jarzębina
jarzębina	jarzębina
karmelici	karmelita
premonstratensi	premonstratens
oblaci	oblat
oblatka	oblatki
redemptorystka	redemptorystki
alkantarzysta	alkantarzyści
alkantarzyści	alkantarzysta
rekolekta	rekolekci
rekolekci	rekolekta
augustianie	augustianin
teatyni	teatyn
trynitarki	trynitarka
trynitarka	trynitarki
paulin	Paulini
Paulini	paulin
krzyżacy	krzyżak
franciszkanki	franciszkanka
dominikanki	dominikanka
bazylianki	bazylianka
albertynki	albertynka
benedyktynki	benedyktynka
karmelitanki	karmelitanka
norbertanki	norbertanka
oblatki	oblatka
redemptorystki	redemptorystka
salezjanki	salezjanka
augustianki	augustianka
kamedułki	kamedułka
zmartwychwstanki	zmartwychwstanka
szarytki	szarytka
Siostry Miłosierdzia	siostra miłosierdzia
wincentynki	wincentynka
wincentynka	wincentynki
wicehrabia	wicehrabia
kumkwat	kumkwat
kumkwat	kumkwat
walenrodyzm	wallenrodyzm
wallenrodyzm	walenrodyzm
Baszkir	Baszkirzy
Baszkirzy	Baszkir
jeleniowate	jeleniowaty
gołębiowate	gołębiowaty
czart	czort
czort	czart
element	element
pielęgnicowate	pielęgnicowaty
peeselowiec	PSL-owiec
skrzelopływka bagienna	zadychra północna
jig	jig
skin	skinhed
skin	skinhead
inicjatywa prywatna	inicjatywa prywatna
Trójca Święta	antytrynitarny
kamikadze	kamikaze
kamikaze	kamikadze
kamikadze	kamikadze
kamikaze	kamikaze
kąpiel nasiadowa	nasiadówka
kąpiel kwasowęglowa	kwasowęglówka
kwasowęglówka	kąpiel kwasowęglowa
parówka	łaźnia parowa
łaźnia parowa	parówka
dres	dresiarz
sołtysostwo	sołtys
sprzężaj	sprzęża
hipoksemia	hipoksja
hipoksja	hipoksemia
hipoksja	normoksemia
Dionizos	dionizyjskość
Quasimodo	quasimodo
lampa rtęciowa	rtęciówka
tryptyk	trójka
kafar	kafar
obszywka	obłóg
paramagnetyzm	paramagnetyk
boromeuszka	boromeuszki
boromeuszki	boromeuszka
felicjanka	felicjanki
felicjanki	felicjanka
serafitka	serafitki
serafitki	serafitka
rewitalizacja	konwersja
kimono	kimono
ałycza	ałycza
ałycza	ałycza
topinambur	topinambur
karpiokształtne	karpiokształtny
smaczliwka	smaczliwka
apeks	apeksowy
betanka	betanki
minialbum	mini-album
mini-album	minialbum
salcefia	salcefia
salsefia	salsefia
salcefia	salcefia
salsefia	salsefia
braniec	branka
depeszowiec	depesz
depesz	depeszowiec
DJ	disc jockey
DJ	didżej
diuszesa	diuszesa
diuszesa	diuszesa
oratorianie	oratorianin
filipini	filipin
oratorianin	oratorianie
cukinia	cukinia
cukinia	cukinia
kabaczek	kabaczek
klementynka	klementynka
klementynka	klementynka
patison	patison
patison	patison
góral	rower górski
zgred	zgredy
szampion	szampion
szampion	szampion
dr hab.	doktor habilitowany
dochtór	dochtor
dochtór	doktór
dochtor	doktor
dochtor	dochtór
Don Kiszot	donkiszot
Don Kiszot	donkiszot
Don Juan	donżuan
Casanova	casanova
dałn	down
behapowiec	BHP-owiec
trans	trance
pontiak	pontiac
kardynał-diakon	kardynał diakon
kardynał diakon	kardynał-diakon
kardynał prezbiter	kardynał-prezbiter
kardynał-prezbiter	kardynał prezbiter
kardynał biskup	kardynał-biskup
kardynał-biskup	kardynał biskup
karpiowate	karpiowaty
chrzęstnoszkieletowe	chrzęstnoszkieletowy
kostnoszkieletowe	kostnoszkieletowy
pasjoniści	pasjonista
pasjonista	pasjoniści
mantikora	mantykora
mantykora	mantikora
panopticum	panoptikum
panopticum	panoptikum
drobniak	drobniaki
mennonita	mennonici
mennonita	menonita
dusza	hulajdusza
Sowiety	Sowiet
jesiotrowate	jesiotrowaty
jesiotrokształtne	jesiotrokształtny
dudarz	duda
duda	dudarz
Dulcynea	dulcynea
kamilianin	kamilianie
kamilianie	kamilianin
pontiac	pontiak
bejlerbej	bejlerbej
bejlerbej	bejlerbej
patchwork	patchwork
patchwork	patchwork
skobel	skóbel
poseł-sprawozdawca	poseł sprawozdawca
chrystusowcy	chrystusowiec
chrystusowiec	chrystusowcy
pierogi	pieróg
dej	dej
zmartwychwstańcy	zmartwychwstaniec
zmartwychwstaniec	zmartwychwstańcy
bielnik biały	bielnica
kaktusowate	kaktusowaty
smerf	smurf
smurf	smerf
koniowate	koniowaty
nadinspektor	nadinspektor
nadinspektor	nadinspektor
quadrivium	kwadrywium
kwadrywium	quadrivium
frajter	frajter
frajter	frajter
szeregowy	szeregowiec
szeregowy	szeregowy
szeregowy	szeregowy
starszy szeregowy	starszy szeregowy
Supermen	Superman
gołębiowe	gołębiowy
loretanka	loretanki
loretanki	loretanka
czekista	CzK
Superman	Supermen
maccartyzm	makkartyzm
makkartyzm	maccartyzm
mennonici	mennonita
zielonoświątkowiec	zielonoświątkowcy
zielonoświątkowcy	zielonoświątkowiec
hurma	hurma
robusta	robusta
sercówka	sercówka
sercówka	sercówka
mufty	mufti
mufti	mufty
modraszkowate	modraszkowaty
dzidzia	dzidziuś
Egeria	egeria
izostazja	izostatyczny
blondzia	blondi
blondi	blondzia
barbie	Barbie
Barbie	barbie
duperele	duperela
duperela	duperele
duperele	duperela
dinozaury ptasiomiedniczne	ptasiomiedniczny
meleks	melex
filiponi	filipon
bezpopowcy	bezpopowiec
filipon	filiponi
melpomena	Melpomena
skoczek narciarski	skoczkowy
bezpopowiec	bezpopowcy
Melpomena	Melpomene
Melpomena	melpomena
Melpomene	Melpomena
wermacht	Wehrmacht
Wehrmacht	wermacht
ubowiec	UB
speaker	spiker
speaker	spiker
spiker	speaker
speaker	spiker
spiker	speaker
styczność	styczna
dakron	dacron
dacron	dakron
panoptikum	panopticum
panoptikum	panopticum
przedzielanie	przedzielenie
rozpoczynanie	rozpoczęcie
przegradzanie	przegrodzenie
odgradzanie	odgrodzenie
dzielenie	przedzielenie
dzielenie	podzielenie
wtórowanie	zawtórowanie
grożenie	zagrożenie
prześciganie	prześcignięcie
przeganianie	przegonienie
współwystępowanie	współwystąpienie
uzupełnianie	uzupełnienie
dopełnianie	dopełnienie
podpadanie	podpasienie
wpisywanie się	wpisanie się
ścieranie się	starcie się
pokrywanie się	pokrycie się
zaprzeczanie	zaprzeczenie
przewyższanie	przewyższenie
przerastanie	przerośnięcie
gaszenie	zagaszenie
zagaszanie	zagaszenie
przewyższanie	przewyższenie
przebijanie	przebicie
przewyższanie	przewyższenie
przerastanie	przerośnięcie
przyćmiewanie	przyćmienie
wyrastanie ponad ...	wyrośnięcie
przypadanie	przypadnięcie
dostawanie się	dostanie się
okrajanie się	okrojenie się
okrawanie się	okrojenie się
przygaszanie	przygaszenie
uzupełnianie się	uzupełnienie się
dopełnianie się	dopełnienie się
rozbłyskanie	rozbłyśnięcie
rozbłyskiwanie	rozbłyśnięcie
poprzedzanie	poprzedzenie
wybijanie się	wybicie się
dominowanie	zdominowanie
wystarczanie	wystarczenie
wypływanie	wypłynięcie
zalecanie się	zalecenie się
noszenie	obnoszenie
dochodzenie	dojście
dobieganie	dobiegnięcie
krzyżowanie się	skrzyżowanie się
łączenie się	złączenie się
stykanie się	zetknięcie się
schodzenie się	zejście się
zbieganie się	zbiegnięcie się
przecinanie	przecięcie
ogarnianie	ogarnięcie
spowijanie	spowinięcie
spowijanie	spowicie
okręcanie się	okręcenie się
omotywanie się	omotanie się
oplatanie	oplecenie
oplątywanie	oplątanie
oplątywanie się	oplątanie się
owijanie się	owinięcie się
zawijanie się	zawinięcie się
oplatanie się	oplecenie się
nawijanie się	nawinięcie się
owiewanie	owianie
opasywanie	opasanie
przepasywanie	przepasanie
okalanie	okolenie
obramowywanie	obramowanie
ograniczanie	ograniczenie
muskanie	muśnięcie
przyprószanie	przyprószenie
zalewanie	zalanie
zatapianie	zatopienie
podtapianie	podtopienie
obsypywanie	obsypanie
osypywanie	osypanie
oblepianie	oblepienie
oprószanie	oprószenie
zachwaszczanie	zachwaszczenie
pokrywanie	pokrycie
okrywanie	okrycie
oszranianie	oszronienie
obladzanie	oblodzenie
owiewanie	owianie
porastanie	porośnięcie
obrastanie	obrośnięcie
zarastanie	zarośnięcie
zachodzenie	zajście
przykrywanie	przykrycie
mieszczenie się	zmieszczenie się
wchodzenie	wejście
włażenie	wlezienie
poprzedzanie	poprzedzenie
krycie	pokrycie
krycie	okrycie
otulanie	otulenie
zachowywanie się	zachowanie się
dożywanie	dożycie
zostawanie	zostanie
pozostawanie	pozostanie
przepływanie	przepłynięcie
mijanie	minięcie
upływanie	upłynięcie
zostawanie	zostanie
pozostawanie	pozostanie
kwaszenie się	ukwaszenie się
kwaszenie się	zakwaszenie się
kiszenie się	ukiszenie się
ukwaszanie się	ukwaszenie się
zakiszanie się	zakiszenie się
zakwaszanie się	zakwaszenie się
konserwowanie się	zakonserwowanie się
marynowanie się	zamarynowanie się
przemykanie	przemknięcie
kumplowanie się	zakumplowanie się
kolegowanie się	zakolegowanie się
przyjaźnienie się	zaprzyjaźnienie się
zauważanie	zauważenie
zwracanie uwagi	zwrócenie uwagi
przykuwanie uwagi	przykucie uwagi
pochłanianie	pochłonięcie
absorbowanie	zaabsorbowanie
zaprzątanie	zaprzątnięcie
zaprzątywanie	zaprzątnięcie
interesowanie	zainteresowanie
ciekawienie	zaciekawienie
frapowanie	zafrapowanie
zaciekawianie	zaciekawienie
zajmowanie	zajęcie
nęcenie	znęcenie
kuszenie	skuszenie
przyciąganie	przyciągnięcie
przynęcanie	przynęcenie
przywabianie	przywabienie
wabienie	zwabienie
zwabianie	zwabienie
znęcanie	znęcenie
przyganianie	przygnanie
przyganianie	przygonienie
kalkulowanie	wykalkulowanie
intrygowanie	zaintrygowanie
uderzanie	uderzenie
dawanie do myślenia	danie do myślenia
stanie	postanie
ciążenie	zaciążenie
ciągnięcie	ściągnięcie
przepuszczanie	przepuszczenie
przeciekanie	przecieknięcie
kończenie się	zakończenie się
zgadzanie się	zgodzenie się
kończenie się	skończenie się
zamykanie się	zamknięcie się
ważenie	zaważenie
ważenie	przeważenie
przemakanie	przemoknięcie
przemaczanie się	przemoczenie się
zasługiwanie	zasłużenie
wynoszenie	wyniesienie
dosięganie	dosięgnięcie
dostawanie	dostanie
wywijanie się	wywinięcie się
wymigiwanie się	wymiganie się
miganie się	wymiganie się
dorastanie	dorośnięcie
sięganie	sięgnięcie
gruntowanie	zagruntowanie
odnajdowanie się	odnalezienie się
odnajdowanie się	odnajdowanie
odnajdywanie się	odnalezienie się
odnajdywanie się	odnajdywanie
wychodzenie	wyjście
utrzymywanie się	utrzymanie się
podtrzymywanie	podtrzymanie
utrzymywanie	utrzymanie
pieczenie się	upieczenie się
czucie się	poczucie się
podsmażanie się	podsmażenie się
znajdowanie się	znalezienie się
wrzenie	zawrzenie
gotowanie się	zagotowanie się
drukowanie się	wydrukowanie się
gotowanie się	ugotowanie się
drętwienie	zdrętwienie
odbijanie się	odbicie się
przeglądanie się	przeglądnięcie się
prezentowanie się	zaprezentowanie się
przedstawianie się	przedstawienie się
wypadanie	wypadnięcie
trzymanie	przetrzymanie
opiekanie się	opieczenie się
przeżywanie	przeżycie
smażenie się	usmażenie się
konsternowanie się	skonsternowanie się
rozżalanie się	rozżalenie się
tremowanie się	stremowanie się
panikowanie	spanikowanie
zawodzenie się	zawodzenie
zawodzenie się	zawiedzenie się
rozczarowywanie się	rozczarowywanie
rozczarowywanie się	rozczarowanie się
trwożenie się	zatrwożenie się
trwożenie się	strwożenie się
truchlenie	struchlenie
konfundowanie się	skonfundowanie się
gniewanie się	pogniewanie się
podłamywanie się	podłamanie się
rozsypywanie się	rozsypanie się
opłakiwanie	opłakanie
stresowanie się	zestresowanie się
peszenie się	speszenie się
detonowanie się	zdetonowanie się
deprymowanie się	zdeprymowanie się
zawstydzanie się	zawstydzenie się
mieszanie się	zmieszanie się
płoszenie się	spłoszenie się
pękanie	pęknięcie
baranienie	zbaranienie
głupienie	zgłupienie
durnienie	zdurnienie
żenowanie się	zażenowanie się
nienawidzenie	znienawidzenie
zamykanie się	zamknięcie się
załamywanie się	załamanie się
łamanie się	złamanie się
sromanie się	zasromanie się
przejmowanie się	przejęcie się
wstydzenie się	zawstydzenie się
doświadczanie negatywnego uczucia	doświadczenie negatywnego uczucia
kochanie	ukochanie
kochanie	pokochanie
kochanie	rozkochanie
miłowanie	rozmiłowanie
ufanie	zaufanie
zawierzanie	zawierzenie
wierzenie	uwierzenie
lubienie	polubienie
docenianie	docenienie
obdarowywanie	obdarowanie
obdarzanie	obdarzenie
darzenie	obdarzenie
przelewanie	przelanie
szanowanie	uszanowanie
wzruszanie się	wzruszenie się
rozczulanie się	rozczulenie się
rozklejanie się	rozklejenie się
rozrzewnianie się	rozrzewnienie się
rozkrochmalanie się	rozkrochmalenie się
lubienie	polubienie
doświadczanie pozytywnego uczucia	doświadczenie pozytywnego uczucia
rozsmakowywanie się	rozsmakowanie się
odurzanie się	odurzenie się
podbudowywanie się	podbudowanie się
upajanie się	upojenie się
upijanie się	upicie się
lgnięcie	przylgnięcie
niesienie	poniesienie
niesienie	uniesienie
palenie się	zapalenie się
kwapienie się	pokwapienie się
czucie	poczucie
odczuwanie	odczucie
uczuwanie	uczucie
durzenie się	zadurzenie się
chcenie	zechcenie
dziwienie się	zdziwienie się
zdumiewanie się	zdumienie się
zadziwianie się	zadziwienie się
wczuwanie się	wczucie się
rozumienie	zrozumienie
odkrywanie	odkrycie
kumanie	skumanie
czajenie	zaczajenie
chwytanie	chwycenie
łapanie	załapanie
kapowanie	zakapowanie
kapowanie	skapowanie
jarzenie	zajarzenie
zwracanie uwagi	zwrócenie uwagi
pojmowanie	pojęcie
przysłuchiwanie się	przysłuchanie się
wsłuchiwanie się	wsłuchanie się
obejmowanie	objęcie
czucie	poczucie
wyczuwanie	wyczucie
wieńczenie	zwieńczenie
wieńczenie	uwieńczenie
wychodzenie	wyjście
pojawianie się	pojawienie się
odpadanie	odpasienie
odchodzenie	odejście
ostawanie się	ostanie się
wchodzenie	wejście
wychodzenie	wyjście
ukazywanie się	ukazanie się
tworzenie	utworzenie
składanie się	złożenie się
kończenie	zakończenie
zakończanie	zakończenie
zakańczanie	zakończenie
zawieranie się	zawarcie się
rymowanie się	zrymowanie się
utrzymywanie się	utrzymanie się
zamykanie	zamknięcie
odchodzenie	odejście
zostawanie	zostanie
brakowanie	zabraknięcie
przekładanie	przełożenie
wierzenie	uwierzenie
wątpienie	zwątpienie
wirowanie	zawirowanie
przenikanie	przeniknięcie
tonięcie	zatonięcie
zapadanie	zapadnięcie
powracanie	powrócenie
wracanie	wrócenie
uwydatnianie się	uwydatnienie się
czernienie się	zaczernienie się
bielenie	zbielenie
odcinanie się	odcięcie się
odgraniczanie się	odgraniczenie się
wyodrębnianie się	wyodrębnienie się
hukanie	huknięcie
wydobywanie się	wydobycie się
rozdzwanianie się	rozdzwonienie się
rozbrzmiewanie	rozbrzmienie
rozleganie się	rozlegnięcie się
odzywanie się	odezwanie się
rozbrzmiewanie	rozbrzmienie
rozdzwanianie się	rozdzwonienie się
zanoszenie się	zaniesienie się
wyrywanie się	wyrwanie się
zawieranie	zawarcie
drganie	zadrganie
drżenie	zadrżenie
zarysowywanie się	zarysowanie się
zaznaczanie się	zaznaczenie się
iskrzenie się	zaiskrzenie się
brzmienie	zabrzmienie
przeglądanie	przejrzenie
zamykanie	zamknięcie
obejmowanie	objęcie
świecenie się	zaświecenie się
jarzenie się	zajarzenie się
majaczenie	zamajaczenie
majaczenie	zamajaczenie
furczenie	furknięcie
migotanie	zamigotanie
granie	zagranie
realizowanie się	zrealizowanie się
spełnianie się	spełnienie się
wczuwanie się	wczucie się
odchorowywanie	odchorowanie
odnoszenie	odniesienie
pokutowanie	odpokutowanie
odpokutowywanie	odpokutowanie
znajdowanie	znalezienie
znajdywanie	znalezienie
obrywanie	oberwanie
dostępowanie	dostąpienie
odpowiadanie	odpowiedzenie
