cisnąć	ciskać
zapowiedzieć	zapowiadać
zaprezentować	prezentować
zasięgnąć opinii	zasięgać opinii
zawołać	wołać
załatwić	załatwiać
zginąć	ginąć
zjednać	zjednywać
zniknąć	znikać
zostawiać	zostawić
związać	wiązać
związać	związywać
zwolnić	zwalniać
zwolnić	zwalniać
zwieść	zwodzić
przejąć się	przejmować się
przynęcić	przynęcać
poczęstować się	częstować się
skosztować	kosztować
spróbować	próbować
zdegustować	degustować
posmakować	smakować
popić	popijać
wyprodukować	produkować
wytworzyć	wytwarzać
dopowiadać	dopowiedzieć
dopytać się	dopytywać się
zakapować	kapować
skomentować	komentować
zinterpretować	interpretować
nadać	nadawać
nadać imię	nadawać imię
obgadać	obgadywać
obgadać	obgadywać
odmówić pacierz	odmawiać pacierz
zaprotestować	protestować
orzec	orzekać
wydać wyrok	wydawać wyrok
poddać	poddawać
podsunąć	podsuwać
ponaglić	ponaglać
pozdrowić	pozdrawiać
pożegnać się	żegnać się
przedstawić	przedstawiać
przekonać	przekonywać
przepowiedzieć	przepowiadać
przeprosić	przepraszać
złożyć przeprosiny	składać przeprosiny
przestrzec	przestrzegać
ostrzec	ostrzegać
przyznać się	przyznawać się
przyzwać	przyzywać
zareplikować	replikować
złożyć egzamin	składać egzamin
złożyć zeznanie	składać zeznanie
złożyć życzenia	składać życzenia
sprzeciwić się	sprzeciwiać się
zasugerować	sugerować
upomnieć	upominać
upomnieć się	upominać się
wyliczyć	wyliczać
wyłuszczyć	wyłuszczać
wymówić	wymawiać
wypowiedzieć	wypowiadać
wysunąć wniosek	wysuwać wniosek
wyszczególnić	wyszczególniać
wywiedzieć się	wywiadywać się
zachęcić	zachęcać
zasądzić	zasądzać
zdać egzamin	zdawać egzamin
zaaprobować	aprobować
zaaranżować	aranżować
zbagatelizować	bagatelizować
zignorować	ignorować
zinterpretować	interpretować
sklasyfikować	klasyfikować
zakwestionować	kwestionować
pomylić	mylić
opracować	opracowywać
podważyć	podważać
pominąć	pomijać
przedstawić	przedstawiać
uregulować	regulować
wyselekcjonować	selekcjonować
wytypować	typować
wybrać	wybierać
wyjaśnić	wyjaśniać
przykryć	przykrywać
zdezelować	dezelować
wlać	wlewać
wlać	lać
zmiąć	miąć
zmontować	montować
odwinąć	odwijać
oprzeć się	opierać się
potrząsnąć	potrząsać
rozłamać	rozłamywać
złożyć	składać
ścisnąć	ściskać
ukryć	ukrywać
wylać	wylewać
wygnieść	wygniatać
zacisnąć	zaciskać
zagnieść	zagniatać
zawrzeć	zawierać
zgnieść	zgniatać
przedstawić się	przedstawiać się
przejrzeć	przeglądać
rozejrzeć się	rozglądać się
upodobnić się	upodabniać się
dać	dawać
dosięgnąć	dosięgać
zgasnąć	gasnąć
obejść	obchodzić
odbić	odbijać
okrążyć	okrążać
ominąć	omijać
osadzić	osadzać
spłonąć	płonąć
postąpić	postępować
posunąć się	posuwać się
pospieszyć	pospieszać
pospieszyć	pospieszać
przeciągnąć	przeciągać
przekwaterować się	przekwaterowywać się
przelecieć	przelatywać
złożyć	składać
ułożyć	układać
wlecieć	wlatywać
wpaść	wpadać
wprowadzić się	wprowadzać się
zsunąć się	zsuwać się
odroczyć	odraczać
uniemożliwić	uniemożliwiać
uprawomocnić się	uprawomocniać się
zalecić	zalecać
zalecić	zalecać
zawnioskować	wnioskować
nadwerężyć	nadwerężać
odblokować	odblokowywać
pokruszyć	kruszyć
potłuc	tłuc
rozewrzeć się	rozwierać się
zaryglować	zaryglowywać
zaryglować	ryglować
zmiażdżyć	miażdżyć
zwisnąć	zwisać
opóźnić	opóźniać
rozsunąć	rozsuwać
zdrętwieć	drętwieć
zdrętwieć	drętwieć
wypalić się	wypalać się
zarysować się	zarysowywać się
zapalić się	zapalać się
zamigotać	migotać
zagasić	zagaszać
ugasić	gasić
przygasnąć	przygasać
rozjarzyć się	rozjarzać się
rozniecić	rozniecać
rozniecić	rozniecać
zapalić	zapalać
zarysować się	zarysowywać się
dojeść	dojadać
dopić	dopijać
przyrządzić	przyrządzać
ugotować	gotować
rozlać	rozlewać
nalać	lać
nalać	nalewać
rozlać	rozlewać
spłoszyć	płoszyć
upiec	piec
zaalarmować	alarmować
wypić	wypijać
cofnąć się	cofać się
dopytać	dopytywać
nachylić	nachylać
oskubać	oskubywać
oszczędzić	oszczędzać
zeżreć	zżerać
podnieść	podnosić
pognieść	gnieść
zsunąć	zsuwać
wydrukować	drukować
wypożyczyć	wypożyczać
uświęcić	uświęcać
wciągnąć	wciągać
drgnąć	drgać
szturchnąć	szturchać
odskoczyć	odskakiwać
podrzucić	podrzucać
popchnąć	popychać
smagnąć	smagać
wygiąć	wyginać
ochłodzić	ochładzać
ochłodzić	chłodzić
rozesłać	rozsyłać
dobrać	dobierać
dobrać	dobierać
spakować	pakować
ugościć	ugaszczać
podjąć	podejmować
postrzec	postrzegać
doskoczyć	doskakiwać
przyskoczyć	przyskakiwać
stać się	stawać się
wywabić	wywabiać
przebudzić się	przebudzać się
zgubić	gubić
zacząć	zaczynać
odwrócić	odwracać
sprowadzić	sprowadzać
stworzyć	tworzyć
nadać	nadawać
zgodzić	zgadzać
zaplanować	planować
założyć	zakładać
zamyślić	zamyślać
zamierzyć	zamierzać
potwierdzić	potwierdzać
podpisać	podpisywać
napisać	pisać
napisać	pisać
napisać	pisać
narysować	rysować
przedstawić	przedstawiać
pokryć się	pokrywać się
powlec się	powłóczyć się
powlec się	powlekać się
zrobić	robić
donieść	donosić
wywinąć	wywijać
podwinąć	podwijać
uzdrowić	uzdrawiać
wzbudzić uczucia negatywne	wzbudzać uczucia negatywne
wzbudzić uczucia pozytywne	wzbudzać uczucia pozytywne
wbiec	wbiegać
wedrzeć się	wdzierać się
wedrzeć się	wdzierać się
wedrzeć się	wdzierać się
wedrzeć się	wdzierać się
zlustrować	lustrować
wyminąć	wymijać
dopasować	dopasowywać
połączyć	łączyć
dopasować	dopasowywać
dostosować	dostosowywać
dopasować	dopasowywać
zwęzić	zwężać
przeszyć	przeszywać
przerobić	przerabiać
nakreślić	nakreślać
odwalić	odwalać
odwalić	odwalać
odbębnić	odbębniać
scharakteryzować	charakteryzować
narysować	rysować
naszkicować	szkicować
naszkicować	szkicować
odwalić	odwalać
skopiować	kopiować
popędzić	popędzać
powtórzyć	powtarzać
odtworzyć	odtwarzać
zrekonstruować	rekonstruować
odtworzyć	odtwarzać
odtworzyć	odtwarzać
zrekonstruować	rekonstruować
puścić	puszczać
odbudować	odbudowywać
odtworzyć	odtwarzać
zregenerować	regenerować
odnowić	odnawiać
odbudować	odbudowywać
opatrzyć	opatrywać
naprawić	naprawiać
opatrzyć	opatrywać
wyróżnić	wyróżniać
odróżnić	odróżniać
oznaczyć	oznaczać
zaznaczyć	zaznaczać
opatrzyć	opatrywać
przebrnąć	brnąć
przecisnąć się	przeciskać się
przedrzeć się	przedzierać się
przebić się	przebijać się
przemaszerować	maszerować
przeskoczyć	przeskakiwać
przeskoczyć	przeskakiwać
przeskoczyć	przeskakiwać
puścić się	puszczać się
sforsować	forsować
ustawić się	ustawiać się
ustawić się	ustawiać się
oddziałać	oddziaływać
ustawić się	ustawiać się
wydostać	wydostawać
wydostać	wydostawać
wydobyć	wydobywać
wydostać	wydostawać
wydobyć	wydobywać
zakraść się	zakradać się
wkraść się	wkradać się
zwiać	zwiewać
oczyścić	oczyszczać
napinać się	napiąć się
zsinieć	sinieć
zwiotczeć	wiotczeć
otynkować	tynkować
sfotografować	fotografować
włączyć	włączać
wkomponować	wkomponowywać
wyeksponować	eksponować
uwydatnić	uwydatniać
skryć	skrywać
zaczerwienić się	zaczerwieniać się
zblednąć	blednąć
zzielenieć	zielenieć
zarumienić się	zarumieniać się
stanąć w pąsach	stawać w pąsach
stanąć w płomieniach	stawać w płomieniach
stanąć w ogniu	stawać w ogniu
oblać się pąsem	oblewać się pąsem
zaognić się	zaogniać się
spiec raka	spiekać raka
spiec raczka	spiekać raczka
skraśnieć	kraśnieć
sczerwienieć	czerwienieć
sczerwienieć	czerwienieć
zaczerwienić się	zaczerwieniać się
zbladnąć	bladnąć
zaczerwienić się po uszy	zaczerwieniać się po uszy
poczerwienieć	czerwienieć
poczerwienieć	czerwienieć
zaczerwienić się jak rak	zaczerwieniać się jak rak
zaczerwienić się jak piwonia	zaczerwieniać się jak piwonia
zaczerwienić się jak indyk	zaczerwieniać się jak burak
zaczerwienić się jak indyk	zaczerwieniać się jak indyk
zakryć	zakrywać
zniszczyć	niszczyć
zatrzeć	zacierać
zatrzeć	zacierać
popsuć	psuć
grzmotnąć	grzmocić
chlusnąć	chlustać
dopierdolić	dopierdalać
dosunąć	dosuwać
huknąć	hukać
kropnąć	kropić
łupnąć	łupać
machnąć	machać
przydzwonić	przydzwaniać
przyfastrygować	przyfastrygowywać
przygrzać	grzać
przygrzać	przygrzewać
przyłożyć	przykładać
przyfasolić	przyfasalać
przykrochmalić	przykrochmalać
przypieprzyć	przypieprzać
przypierniczyć	przypierniczać
przysolić	przysalać
przysunąć	przysuwać
przywalić	przywalać
przebudzić	przebudzać
rąbnąć	rąbać
rypnąć	rypać
strzelić	strzelać
szurnąć	szurać
trzasnąć	trzaskać
przypierdolić	przypierdalać
zamalować	zamalowywać
zasunąć	zasuwać
zaprawić	zaprawiać
zapierdolić	zapierdalać
dopieprzyć	dopieprzać
grzmocić	grzmotnąć
kropnąć	kropić
ukoić	koić
przyjść do równowagi	przychodzić do równowagi
majdnąć	majdać
majtnąć	majtać
pozbierać się	zbierać się
prasnąć	praskać
wyzdrowieć	zdrowieć
smyrgnąć	smyrgać
trzepnąć	trzepać
walnąć	walić
przewrócić się	przewracać się
przewrócić	przewracać
fajtnąć	fajtać
przewalić	przewalać
przewalić się	przewalać się
rozłożyć się	rozkładać się
wychrzanić	wychrzaniać
wychrzanić się	wychrzaniać się
wypieprzyć się	wypieprzać się
wypierniczyć się	wypierniczać się
wywalić się	wywalać się
wywinąć orła	wywijać orła
wywrócić	wywracać
wywrócić się	wywracać się
zaryć nosem	zarywać nosem
upuścić	upuszczać
wydobrzeć	dobrzeć
zasłabnąć	słabnąć
osłabnąć	słabnąć
zemdleć	mdleć
omdleć	omdlewać
stracić głowę	tracić głowę
grzmotnąć	grzmocić
kropnąć	kropić
łupnąć	łupać
odpalić	odpalać
plunąć	pluć
przygrzać	grzać
przygrzać	przygrzewać
rąbnąć	rąbać
walnąć	walić
wygarnąć	wygarniać
wystrzelać	wystrzeliwać
wypuścić	wypuszczać
chlusnąć	chlustać
naoliwić się	naoliwiać się
grzmotnąć się	grzmocić się
tryknąć się	trykać się
wykorzystać	wykorzystywać
dobrać się	dobierać się
wyłupać	wyłupywać
odłupać	odłupywać
obiec	obiegać
objechać	objeżdżać
omieść	omiatać
omieść	omiatać
podpalić	podpalać
podpalić	podpalać
osrać	srać
osrać	osrywać
osrać	osrywać
zabrudzić	zabrudzać
pobrudzić	brudzić
ubrudzić	brudzić
zasikać	zasikiwać
posikać	posikiwać
osikać	osikiwać
zaszczać	szczać
poszczać	szczać
oszczać	szczać
zasrać	zasrywać
obsrać	obsrywać
zapaskudzić	zapaskudzać
załatwić się	załatwiać się
zmoczyć	moczyć
wysuszyć	wysuszać
osuszyć	osuszać
siknąć	sikać
wyrwać się	wyrywać się
wyrwać się	wyrywać się
wyrwać się	wyrywać się
wyrwać się	wyrywać się
zamilknąć	milknąć
zamrzeć	zamierać
przygnieść	przygniatać
przeszukać	przeszukiwać
znieruchomieć	nieruchomieć
zamrzeć	zamierać
zamrzeć	zamierać
połączyć się	łączyć się
zawiać	zawiewać
otrząsnąć	otrząsać
otrząść	otrząsać
obtrząsnąć	obtrząsać
zrzucić	zrzucać
strząsnąć	strząsać
wstrząsnąć się	wstrząsać się
ozwać się	ozywać się
zepsuć się	psuć się
zdemoralizować	demoralizować
zepsuć	psuć
zdeformować	deformować
oddzielić	oddzielać
odseparować	odseparowywać
odizolować	izolować
zdeprawować	deprawować
zniewolić	zniewalać
zniewolić	zniewalać
zaskarbić	zaskarbiać
przetrząsnąć	przetrząsać
przetrząsnąć	przetrząsać
potrącić	potrącać
trącić	trącać
kuksnąć	kuksać
podkraść	podkradać
podebrać	podbierać
podkraść się	podkradać się
zakraść się	zakradać się
objechać	objeżdżać
zwymyślać	wymyślać
spenetrować	penetrować
sprzątnąć	sprzątać
zlustrować	lustrować
rozerwać	rozrywać
przedrzeć	przedzierać
odciąć się	odcinać się
zdystansować się	dystansować się
odparować	odparowywać
zripostować	ripostować
przemienić się	przemieniać się
zmienić się	zmieniać się
odparować	odparowywać
wyschnąć	wysychać
zmęczyć się	męczyć się
odparować	odparowywać
zagęścić	zagęszczać
odparować	odparowywać
utrudzić się	utrudzać się
zmordować się	mordować się
zaczerpnąć	zaczerpywać
nawiązać	nawiązywać
odwołać się	odwoływać się
zmordować	mordować
przymocować	przymocowywać
przyczepić	przyczepiać
przyklęknąć	przyklękiwać
wyciągnąć kości	wyciągać kości
rozłożyć się	rozkładać się
rozciągnąć się	rozciągać się
rozpłaszczyć się	rozpłaszczać się
rozwalić się	rozwalać się
wyciągnąć gnaty	wyciągać gnaty
wyciągnąć się	wyciągać się
rozprostować się	rozprostowywać się
przykucnąć	przykucać
nadgryźć	nadgryzać
unieść się	unosić się
stanąć	stawać
polukrować	lukrować
polać	polewać
odtajać	tajać
zdemolować	demolować
rozgrzać	rozgrzewać
ogrzać	ogrzewać
zagrzać	zagrzewać
wygrzać się	wygrzewać się
dogrzać się	dogrzewać się
wyleżeć się	wylegiwać się
spleśnieć	pleśnieć
posmarować	smarować
posmarować	smarować
nauczyć	uczyć
zdyscyplinować	dyscyplinować
zdyscyplinować	dyscyplinować
zdezorganizować	dezorganizować
zdegradować	degradować
zdegradować	degradować
uodpornić	uodporniać
uodpornić	uodparniać
uodpornić	uodporniać
uodpornić	uodparniać
skłócić	skłócać
skonfliktować	konfliktować
poróżnić	poróżniać
ześrodkować	ześrodkowywać
skondensować	kondensować
odmłodzić	odmładzać
odmłodzić	odmładzać
uatrakcyjnić	uatrakcyjniać
odmłodzić	odmładzać
odmłodzić	odmładzać
wyciąć	wycinać
zasadzić	zasadzać
posadzić	sadzić
wejść	wchodzić
wstąpić	wstępować
wleźć	włazić
zsiąść	zsiadać
dosiąść	dosiadać
dosiąść się	dosiadać się
dobić	dobijać
doszlusować	szlusować
doszlusować	doszlusowywać
wejść	wchodzić
zamarynować	marynować
dostać się	dostawać się
dobiec	dobiegać
dolecieć	dolatywać
dopędzić	dopędzać
zalecieć	zalatywać
dobić	dobijać
dociągnąć	dociągać
docisnąć się	dociskać się
dopchać się	dopychać się
przedrzeć się	przedzierać się
dotoczyć się	dotaczać się
dolecieć	dolatywać
zalecieć	zalatywać
dopłynąć	dopływać
odpłynąć	odpływać
dociec	dociekać
włożyć	wkładać
dobić	dobijać
odbić	odbijać
odsunąć się	odsuwać się
odpłynąć	odpływać
pokroić	kroić
pokrajać	krajać
dopaść	dopadać
posiekać	siekać
poszatkować	szatkować
odskoczyć	odskakiwać
posypać	posypywać
odskoczyć	odskakiwać
przetrzeć	przecierać
przetrzeć	przecierać
przetrzeć	przecierać
rozdrobnić	rozdrabniać
przetrzeć	przecierać
zrumienić	rumienić
przetrzeć	przecierać
zemleć	mleć
zmielić	mielić
przetrzeć	przecierać
przeżuć	przeżuwać
spalić	spalać
przypalić	przypalać
przypalić	przypalać
wypiec	wypiekać
wypiec	wypiekać
wypiec	wypiekać
wypalić	wypalać
uwędzić	wędzić
usmażyć	smażyć
ugarnirować	garnirować
przystroić	przystrajać
udusić	dusić
udusić	dusić
rozetrzeć	rozcierać
rozgnieść	rozgniatać
rozetrzeć	rozcierać
rozetrzeć	rozcierać
zmiękczyć	zmiękczać
rozmoczyć	rozmaczać
sparzyć	parzyć
sparzyć	parzyć
przetworzyć	przetwarzać
sproszkować	sproszkowywać
ugnieść	ugniatać
umyć	myć
odkazić	odkażać
wygotować	wygotowywać
wygotować	wygotowywać
wymyć	wymywać
wymyć	wymywać
wyżłobić	wyżłabiać
wyżłobić	żłobić
zeschnąć	zsychać
uformować	formować
utoczyć	toczyć
ugnieść	ugniatać
roztopić	roztapiać
doskoczyć	doskakiwać
doskoczyć	doskakiwać
puknąć	pukać
zakołatać	kołatać
dobić się	dobijać się
dźwignąć się	dźwigać się
wydobyć się	wydobywać się
dźwignąć się	dźwigać się
odbić się od dna	odbijać się od dna
podnieść się	podnosić się
stanąć na nogi	stawać na nogi
wyjść na prostą	wychodzić na prostą
wyjść obronną ręką	wychodzić obronną ręką
wygrzebać się	wygrzebywać się
poradzić sobie	radzić sobie
dać sobie radę	dawać sobie radę
skonstatować	konstatować
zareagować	reagować
skontrować	kontrować
skontrować	kontrować
zagrać	grać
skontrować	kontrować
wyjść	wychodzić
skwitować	kwitować
poprawić	poprawiać
ulepszyć	ulepszać
skorygować	korygować
sprostować	prostować
wydać głos	wydawać głos
zawyć	wyć
zaskrzeczeć	skrzeczeć
zapiać	piać
chrząknąć	chrząkać
ćwierknąć	ćwierkać
wtrącić	wtrącać
doprowadzić	prowadzić
doprowadzić	doprowadzać
wydusić	wyduszać
wybić	wybijać
wycisnąć	wyciskać
wydusić	wyduszać
wycisnąć	wyciskać
wydobyć	wydobywać
wydusić	wyduszać
wyrecytować	recytować
zagadać	zagadywać
zagłuszyć	zagłuszać
stłumić	tłumić
przekrzyczeć	przekrzykiwać
zakrzyczeć	zakrzykiwać
osłabić	osłabiać
zaczarować	czarować
zaanonsować	anonsować
zameldować	zameldowywać
zaanonsować	anonsować
zanegować	negować
zaprzeczyć	zaprzeczać
zaprzeczyć	zaprzeczać
odmówić	odmawiać
dojść do siebie	dochodzić do siebie
przyjść do siebie	przychodzić do siebie
wykonywać	wykonać
zadąć	dąć
wykonać czynności prawne	wykonywać czynności prawne
okupić	okupywać
opłacić	opłacać
przypłacić	przypłacać
odkupić	odkupywać
powikłać	wikłać
pogmatwać	gmatwać
pokomplikować	komplikować
skomplikować	komplikować
wyliczyć	liczyć
wyliczyć	wyliczać
zmartwieć	martwieć
wziąć udział	brać udział
pochylić się	pochylać się
przyprawić	przyprawiać
gibnąć się	gibać się
posolić	solić
osolić	solić
popieprzyć	pieprzyć
posłodzić	słodzić
osłodzić	osładzać
odchylić się	odchylać się
schylić się	schylać się
odchylić się	odchylać się
